扫描速率（K/min）,潜热（kJ/kg）,t15（s）,t10（s）,最大条件数,最大热流残差（W/m2）,最终固化进度
2.0,611.5637399999999,171.40334538516566,182.2343143506236,1.0663539994676374,1.2505552149377763e-12,1.0
5.0,244.625496,92.66957382252926,103.43902829605813,1.0663539994676374,1.2505552149377763e-12,1.0
10.0,122.312748,66.48136409550564,77.20675453382569,1.0663539994676374,1.2505552149377763e-12,1.0
