扫描速率（K/min）,时间（s）,贴身侧温度（℃）,界面12温度（℃）,界面23温度（℃）,外表面温度（℃）,平均固化进度
5.0,18.350000000000026,28.348939329945487,26.17888979423731,22.393450830660335,16.104049001347022,0.03239556742526604
5.0,18.375000000000025,28.335842922093654,26.169616221638066,22.386660156972056,16.096936907027246,0.03263230994066637
5.0,18.400000000000023,28.322775582284937,26.16037475236822,22.379881746534135,16.089845830441643,0.03286974363078129
5.0,18.425000000000022,28.309737351784797,26.151179237383708,22.37311073029038,16.082775649387717,0.033107900896634
5.0,18.45000000000002,28.296728271233142,26.142012379025758,22.366372238131802,16.075726242275845,0.03334686617893813
5.0,18.47500000000002,28.28374838066929,26.13286852095986,22.359646846347328,16.068697488200208,0.03358640288534843
5.0,18.500000000000018,28.270797719546664,26.123759419482408,22.35293256117226,16.061689267200993,0.03382672925139394
5.0,18.525000000000016,28.25787632673392,26.114707957196764,22.346233669943658,16.054701460116828,0.03406778055453814
5.0,18.550000000000015,28.244984240506266,26.105681791919835,22.339543644206717,16.047733947635056,0.03430949116643384
5.0,18.575000000000014,28.232121498534433,26.096672516479124,22.33288948497469,16.04078660994785,0.0345519642838868
5.0,18.600000000000012,28.219288137874788,26.08769290228817,22.32624435961127,16.033859327568805,0.034795079355158964
5.0,18.62500000000001,28.206484194961323,26.078794561860224,22.31961302709938,16.026951982431424,0.03503903228228459
5.0,18.65000000000001,28.193709705604515,26.069910304996174,22.31299528082402,16.02006445830648,0.035283652132980264
5.0,18.675000000000008,28.180964705004055,26.06103808257623,22.30638570658488,16.013196640000533,0.03552895223971325
5.0,18.700000000000006,28.16824922777452,26.052192050123974,22.299816136827282,16.006348413065567,0.03577495535672692
5.0,18.725000000000005,28.155563307975086,26.0434208786662,22.293247315114318,15.999519664366503,0.03602175905564626
5.0,18.750000000000004,28.142906979135514,26.0346675448981,22.286692215554496,15.99271028245596,0.03626909848836704
5.0,18.775000000000002,28.13028027427461,26.02592312104378,22.280151712148875,15.985920157153222,0.03651715424139533
5.0,18.8,28.117683225905168,26.017204444255274,22.273620076010868,15.979149178282176,0.0367659531053641
5.0,18.825,28.105115866020565,26.0085766160574,22.2671263967392,15.972397235339491,0.03701550803352599
5.0,18.849999999999998,28.092578226067314,25.999954984168582,22.260634183804513,15.965664218283772,0.03726572352489724
5.0,18.874999999999996,28.0800703369135,25.991338259461557,22.254155664594766,15.958950018263824,0.037516441864798224
5.0,18.899999999999995,28.06759222881605,25.9827452398238,22.247691178333394,15.952254527559543,0.03776791163621972
5.0,18.924999999999994,28.05514393138311,25.97424502287171,22.24123561932639,15.94557763861601,0.038020310714401366
5.0,18.949999999999992,28.04272547353244,25.965754779847067,22.234808682621914,15.938919243419678,0.038273223024017894
5.0,18.97499999999999,28.03033688345227,25.95726593697217,22.228393932073296,15.932279233925092,0.03852673905716303
5.0,18.99999999999999,28.017978188564634,25.948791259880963,22.22198633293158,15.925657502680663,0.038780822980662814
5.0,19.024999999999988,28.005649415483862,25.940410366503603,22.215595061091552,15.919053942938447,0.03903584056107899
5.0,19.049999999999986,27.993350589967783,25.93204560940624,22.209213878444846,15.912468448105853,0.03929150361916317
5.0,19.074999999999985,27.98108173686691,25.923680128438555,22.202856045633407,15.90590091138811,0.03954771646506447
5.0,19.099999999999984,27.96884288007358,25.915324334983687,22.19651631050294,15.899351226416046,0.039804519109716524
5.0,19.124999999999982,27.95663404246549,25.90704861247554,22.1901777444681,15.892819287915446,0.04006209614574321
5.0,19.14999999999998,27.944455245840057,25.89880064703478,22.183857895503476,15.886304991720767,0.040320393647532295
5.0,19.17499999999998,27.932306510844242,25.890555506467347,22.177549769671334,15.879808234242457,0.0405792840673779
5.0,19.199999999999978,27.920187856903826,25.882313908721564,22.171258438718958,15.87332891198464,0.0408387397883068
5.0,19.224999999999977,27.908099302148052,25.874125740884573,22.164993650156937,15.866866922177577,0.04109884792040146
5.0,19.249999999999975,27.896040863324686,25.865991669426272,22.158729230528287,15.860422163837235,0.04135971877156832
5.0,19.274999999999974,27.884012555709543,25.85786596075694,22.152482783957623,15.853994538321597,0.04162117854625637
5.0,19.299999999999972,27.872014393020162,25.84974061770702,22.14624742525736,15.847583949099416,0.04188315073108466
5.0,19.32499999999997,27.860046387338574,25.84165708903148,22.1400198997195,15.841190300695246,0.04214583031660082
5.0,19.34999999999997,27.848108549043886,25.833626525705778,22.133828959966472,15.834813498464072,0.04240931415415251
5.0,19.374999999999968,27.836200886757663,25.82561372689669,22.127636466559807,15.828453449240886,0.04267330755103631
5.0,19.399999999999967,27.824323407307137,25.81760406568971,22.121453704432554,15.8221100615558,0.04293788421933781
5.0,19.424999999999965,27.812476115706538,25.809624559728242,22.11528584686799,15.815783244953648,0.04320294761677141
5.0,19.449999999999964,27.8006590151494,25.801676255411348,22.109127671526863,15.809472908759345,0.043468765688148045
5.0,19.474999999999962,27.788872107003805,25.793768867501374,22.102991144232316,15.803178961345475,0.04373544022863022
5.0,19.49999999999996,27.77711539080757,25.785871909020884,22.096871219588706,15.796901310627556,0.044002457858414015
5.0,19.52499999999996,27.765388864264477,25.77799348977519,22.09075507288561,15.790639864929773,0.04427006633658099
5.0,19.549999999999958,27.75369252324126,25.770139307323067,22.084654767642213,15.784394533399986,0.04453823394474359
5.0,19.574999999999957,27.742026361763415,25.762324351183175,22.078564853407514,15.778165225801988,0.04480707975907078
5.0,19.599999999999955,27.73039037201014,25.75453459066406,22.07248975710149,15.771951852083925,0.045076744568635294
5.0,19.624999999999954,27.71878454431263,25.74676176385738,22.066440194362947,15.765754322821945,0.04534684904657785
5.0,19.649999999999952,27.707208867160237,25.73900958732429,22.060390130296824,15.759572550030668,0.04561740402536715
5.0,19.67499999999995,27.695663327216725,25.73129258135026,22.054353098566825,15.7534064473419,0.04588865090058563
5.0,19.69999999999995,27.684147909346727,25.72359838201673,22.048328670303704,15.747255929411768,0.046160555557808285
5.0,19.724999999999948,27.672662596651243,25.715919728858406,22.042313073591753,15.741120910863847,0.04643310061697214
5.0,19.749999999999947,27.661207370509622,25.70827246955375,22.036325826635903,15.73500130608967,0.04670622378944944
5.0,19.774999999999945,27.649782210625265,25.700648012957547,22.030344192059967,15.728897030080681,0.04697977878789853
5.0,19.799999999999944,27.63838709507198,25.69304014857142,22.024369311185325,15.722807999110675,0.04725391815028925
5.0,19.824999999999942,27.627022000337245,25.6854551400589,22.018408697563448,15.71673413063913,0.047528764332434366
5.0,19.84999999999994,27.615686901358256,25.67789524767234,22.012457747147035,15.710675342583935,0.04780415297701896
5.0,19.87499999999994,27.60438177154856,25.670362612795234,22.006516432929494,15.70463155230551,0.04808009626141445
5.0,19.899999999999938,27.593106582817036,25.66285421596673,22.000605051166875,15.698602676672495,0.048356615364320496
5.0,19.924999999999937,27.581861305584088,25.655362866652094,21.99469288700395,15.692588632992894,0.048633627322371954
5.0,19.949999999999935,27.57064590879935,25.64789003811122,21.988793018134142,15.686589339712498,0.048911378230981725
5.0,19.974999999999934,27.55946035996406,25.640460901193546,21.982904789868698,15.68060471639476,0.04918964844552132
5.0,19.999999999999932,27.548304625161965,25.633046351270853,21.977024977250974,15.674634683046415,0.04946840348706793
5.0,20.02499999999993,27.537178669102456,25.625647852144915,21.971164368645507,15.668679159596463,0.049747710482434856
5.0,20.04999999999993,27.526082455175313,25.61826508016889,21.96531927521236,15.66273806626457,0.05002759674403283
5.0,20.07499999999993,27.51501594551075,25.610911676001013,21.959475130989816,15.656811324061339,0.05030807406538772
5.0,20.099999999999927,27.50397910103656,25.60358422711365,21.953645356968952,15.650898854746933,0.05058913756918818
5.0,20.124999999999925,27.492971881527108,25.596275604978402,21.94782638793138,15.645000580339605,0.05087069327280409
5.0,20.149999999999924,27.48199424564295,25.588983692145867,21.942015526225536,15.639116422402134,0.05115270689008077
5.0,20.174999999999923,27.471046150960646,25.58170578615747,21.936231636755362,15.63324630220903,0.051435300174258444
5.0,20.19999999999992,27.460127553991924,25.574461993171504,21.930452129645726,15.627390141810771,0.051718539657858595
5.0,20.22499999999992,27.449238410192553,25.567234746049305,21.924676690369182,15.62154786469933,0.05200236633297197
5.0,20.24999999999992,27.438378673965317,25.560043605152963,21.918915690109426,15.615719395554809,0.052286636742329
5.0,20.274999999999917,27.427548298665062,25.55285592207747,21.913164627546507,15.609904659473042,0.052571419244742276
5.0,20.299999999999915,27.416747236611776,25.54568958791593,21.90742782751801,15.604103581408154,0.05285666423467521
5.0,20.324999999999914,27.40597543911423,25.538561061183966,21.90171286558062,15.598316086748055,0.05314257501018033
5.0,20.349999999999913,27.395232856502673,25.531430290336836,21.89599791471477,15.592542102345519,0.053429094489055966
5.0,20.37499999999991,27.384519438167825,25.52434448414731,21.890290996309062,15.586781556754103,0.053716121556088896
5.0,20.39999999999991,27.373835132603475,25.517261454749356,21.88459751635174,15.581034379563377,0.054003502134931346
5.0,20.42499999999991,27.363179887449736,25.510200598065182,21.878913321944747,15.575300500421617,0.054291452897940594
5.0,20.449999999999907,27.352553649534155,25.503170221413423,21.87324752124003,15.569579848681244,0.05457987692398799
5.0,20.474999999999905,27.341956364907507,25.4961387489632,21.86759648422202,15.56387235416618,0.05486889901700316
5.0,20.499999999999904,27.331387978871785,25.48915085962485,21.861946008880608,15.558177948041223,0.05515857904619473
5.0,20.524999999999903,27.32084843599924,25.48216199020537,21.856304816251804,15.552496562737138,0.05544864003403459
5.0,20.5499999999999,27.310337680143565,25.475212567090875,21.85067600819406,15.546828131092239,0.05573911092633127
5.0,20.5749999999999,27.299855654447686,25.468279191835688,21.845055944788417,15.541172585349909,0.05603012535536661
5.0,20.5999999999999,27.28940230135225,25.4613442097752,21.83945681593945,15.535529857040546,0.05632162173574987
5.0,20.624999999999897,27.278977562606386,25.454454143316298,21.8338679180899,15.529899877981574,0.056613808731581707
5.0,20.649999999999896,27.268581379279883,25.447567276456436,21.828280502036325,15.52428258119502,0.056906449310700616
5.0,20.674999999999894,27.25821369177718,25.440722074568214,21.822701490535646,15.51867790073539,0.05719958846549214
5.0,20.699999999999893,27.24787443985677,25.43388513482825,21.81713527194505,15.51308577075319,0.057493086535146794
5.0,20.72499999999989,27.23756356265862,25.427049726245933,21.811577976434428,15.507506124557793,0.0577870638094055
5.0,20.74999999999989,27.22728099873798,25.42025572533697,21.806046645238872,15.501938894981327,0.05808168241562743
5.0,20.77499999999989,27.217026686099956,25.413462791131103,21.800518309989993,15.49638401584174,0.05837677527856192
5.0,20.799999999999887,27.206800562229628,25.406709222264478,21.79499220414046,15.490841422881523,0.05867241931629136
5.0,20.824999999999886,27.19660256411678,25.39996765722274,21.789476302501583,15.485311053356234,0.058968486294208984
5.0,20.849999999999884,27.1864326282767,25.393227386431224,21.78397207778784,15.479792844872117,0.05926494469073216
5.0,20.874999999999883,27.17629069076704,25.38651962101448,21.778476216973697,15.4742867342995,0.05956186142987776
5.0,20.89999999999988,27.166176687198252,25.37982171895123,21.77300197263717,15.468792657805382,0.05985938567508169
5.0,20.92499999999988,27.156090552736185,25.373157999145064,21.76753500181263,15.463310551997637,0.06015739533865147
5.0,20.94999999999988,27.146032222100416,25.366513776680907,21.762070054953213,15.457840354860688,0.060455898984660215
5.0,20.974999999999877,27.136001629564593,25.359865077182263,21.756614360995506,15.452382005606827,0.06075482589571531
5.0,20.999999999999876,27.12599870896316,25.3532552059589,21.75117026844822,15.446935443820557,0.061054212265598796
5.0,21.024999999999874,27.11602339370482,25.346651792924522,21.74573446110199,15.441500608585224,0.06135403124134844
5.0,21.049999999999873,27.106075616790644,25.34007414638713,21.740315059555687,15.436077438338849,0.061654432197323
5.0,21.07499999999987,27.096155310835673,25.333522507115042,21.734908684920367,15.430665871761896,0.06195529528413012
5.0,21.09999999999987,27.086262408093855,25.326966447528083,21.72950355741071,15.42526584874558,0.06225651973454955
5.0,21.12499999999987,27.076396840483717,25.320432140770475,21.724104579074957,15.419877310383779,0.06255830659712235
5.0,21.149999999999867,27.066558539609602,25.31392451969613,21.718718353196106,15.414500198178162,0.06286047206526274
5.0,21.174999999999866,27.056747436773783,25.307426046829292,21.713340769460466,15.409134453192998,0.06316307548644602
5.0,21.199999999999864,27.046963462980216,25.300969808091267,21.707980562208828,15.403780016044639,0.063466305128215
5.0,21.224999999999863,27.03720654893668,25.29450919011076,21.70263149994232,15.398436827933208,0.06376992828543877
5.0,21.24999999999986,27.02747662506099,25.288052377914884,21.69728402186106,15.393104831654059,0.06407385647224177
5.0,21.27499999999986,27.017773621491223,25.281636540841053,21.691940454652006,15.38778397142329,0.06437832884964463
5.0,21.29999999999986,27.008097468096906,25.275232355642856,21.68661017214696,15.382474191785484,0.06468324141939367
5.0,21.324999999999857,26.998448094490314,25.268852123285324,21.681288863981578,15.377175436546771,0.06498860700467328
5.0,21.349999999999856,26.988825430040137,25.262478746082117,21.675984744582212,15.371887648727652,0.06529447880918161
5.0,21.374999999999854,26.97922940388794,25.256107861618876,21.67069154933972,15.366610771701552,0.06560078423539827
5.0,21.399999999999853,26.969659944962938,25.249769347158697,21.665400201972425,15.361344750383514,0.0659074734897744
5.0,21.42499999999985,26.960116981989362,25.243447526621352,21.660112387642087,15.356089531225631,0.0662145449296055
5.0,21.44999999999985,26.950600443485648,25.237155536513814,21.65483553380342,15.350845061115338,0.06652210559125549
5.0,21.47499999999985,26.94111025776223,25.230870502007683,21.64956879288959,15.345611286160374,0.0668301448302103
5.0,21.499999999999847,26.93164635292589,25.22459050205502,21.644311896163856,15.340388151127325,0.06713864506114771
5.0,21.524999999999846,26.92220865689217,25.218323918474848,21.639075642327356,15.33517560026215,0.0674475922823095
5.0,21.549999999999844,26.912797097400407,25.21209063674538,21.633840619470128,15.32997357884343,0.06775694388536535
5.0,21.574999999999843,26.90341160202676,25.205879303593925,21.62860842624069,15.324782033980934,0.06806663854693072
5.0,21.59999999999984,26.89405209819677,25.19967962918925,21.62338548506957,15.31960091414521,0.06837677575579118
5.0,21.62499999999984,26.884718513201708,25.19347842518531,21.61817292355074,15.314430168121126,0.06868734981336125
5.0,21.64999999999984,26.875410774217343,25.18728741844792,21.612967872552797,15.30926974413597,0.06899840717471546
5.0,21.674999999999837,26.86612880831587,25.181119870734936,21.607782452642837,15.30411959005038,0.06930989517338593
5.0,21.699999999999836,26.856872542461254,25.17497933809989,21.60260202076341,15.29897965446449,0.06962182834581261
5.0,21.724999999999834,26.847641903489556,25.16887994125512,21.597423978575115,15.293849887526372,0.06993411608482453
5.0,21.749999999999833,26.838436818088418,25.162762418114053,21.592251307047047,15.288730240575381,0.07024673720147222
5.0,21.77499999999983,26.82925721279057,25.156659207254986,21.587090211330622,15.283620665063742,0.07055981600161279
5.0,21.79999999999983,26.820103013983896,25.15056016829862,21.58193727996507,15.278521111617062,0.07087330662456048
5.0,21.82499999999983,26.810974147928516,25.144500477699676,21.576797676955962,15.273431529928096,0.07118736180848051
5.0,21.849999999999827,26.80187054077173,25.138470796981544,21.571670983723664,15.268351869718638,0.07150181402170908
5.0,21.874999999999826,26.79279211856232,25.13244827950514,21.566546156707126,15.263282081905833,0.0718165832632033
5.0,21.899999999999824,26.783738807271725,25.126418400114783,21.561424438116454,15.258222118816699,0.07213168481545598
5.0,21.924999999999823,26.774710532823985,25.12040434413938,21.556312352601115,15.253171933375985,0.07244718955932612
5.0,21.94999999999982,26.76570722112422,25.11439464664408,21.55120963098988,15.248131478066686,0.07276303651144231
5.0,21.97499999999982,26.75672879806941,25.108420064579896,21.546114001169094,15.243100704270784,0.07307946506102017
5.0,21.99999999999982,26.747775189535055,25.102488576119526,21.541039131959057,15.23807956280073,0.07339639831773999
5.0,22.024999999999817,26.738846321349243,25.096553802366593,21.535966075928748,15.233068005250955,0.07371360666540651
5.0,22.049999999999816,26.729942119274025,25.090614826524767,21.530895886521588,15.228065984862711,0.07403112718193318
5.0,22.074999999999815,26.72106250900538,25.084689307646467,21.52583231669988,15.223073456211578,0.07434902490134777
5.0,22.099999999999813,26.71220741618702,25.07877985631234,21.520779031694843,15.218090374235388,0.07466730680705481
5.0,22.12499999999981,26.70337676642509,25.072905288455388,21.515733311452255,15.213116693383382,0.07498600219978566
5.0,22.14999999999981,26.69457048529847,25.0670633956053,21.51070041447187,15.208152367509507,0.07530527676431871
5.0,22.17499999999981,26.685788498371345,25.061207632802123,21.50567911076842,15.203197350705233,0.07562487960190206
5.0,22.199999999999807,26.67703073121598,25.055350343917343,21.50065991722093,15.198251598288302,0.07594475796845322
5.0,22.224999999999806,26.66829710944197,25.049508896226733,21.49564394076285,15.193315066924752,0.07626502215993547
5.0,22.249999999999805,26.6595875587167,25.043686422938862,21.490636314889116,15.188387713800585,0.07658558559557531
5.0,22.274999999999803,26.650902004762102,25.037891046160386,21.48563809201207,15.183469495598402,0.0769065601555593
5.0,22.2999999999998,26.642240373328406,25.032139313415612,21.480646881884887,15.178560367886293,0.07722800083657044
5.0,22.3249999999998,26.633602590163186,25.026371668252427,21.475670788681036,15.17366028543683,0.07754991691204619
5.0,22.3499999999998,26.62498858099653,25.02060519679021,21.470702103978493,15.168769203355891,0.07787212765292363
5.0,22.374999999999797,26.6163982715489,25.01485016825029,21.4657358685991,15.163887078063672,0.07819469514439066
5.0,22.399999999999796,26.607831587551253,25.009117947411703,21.460772973499488,15.159013867239079,0.07851759280020129
5.0,22.424999999999795,26.59928845476319,25.003425030230822,21.455819142937386,15.154149528897976,0.07884084363949714
5.0,22.449999999999793,26.59076879898604,24.99774576969074,21.450874046235107,15.149294020432224,0.0791645008768489
5.0,22.474999999999792,26.582272546079157,24.992057116852887,21.445935590408418,15.144447298124438,0.07948850928710803
5.0,22.49999999999979,26.57379962198516,24.986366165762227,21.441013410234092,15.139609317638632,0.07981299997751323
5.0,22.52499999999979,26.565349952756517,24.980690771658598,21.43609604392484,15.134780035222782,0.08013780111918016
5.0,22.549999999999788,26.55692346456577,24.97503662860133,21.431181358859735,15.129959408600131,0.08046295590470835
5.0,22.574999999999786,26.54852008368808,24.96942886853974,21.426271299751857,15.125147396827959,0.08078844645772809
5.0,22.599999999999785,26.540139736464607,24.963832473912262,21.42137117425377,15.1203439594804,0.08111423511770992
5.0,22.624999999999783,26.531782349269825,24.958225832322267,21.41647847175511,15.115549055889383,0.08144038473521806
5.0,22.649999999999782,26.523447848500847,24.95261768540735,21.41159533523151,15.110762644944632,0.08176690505385299
5.0,22.67499999999978,26.515136160587776,24.947025167286107,21.406725430640975,15.105984685758965,0.08209392079960862
5.0,22.69999999999978,26.506847212008427,24.941457938301692,21.40185762866345,15.101215138628598,0.08242125194804606
5.0,22.724999999999778,26.49858092929373,24.935935730779665,21.396993015229143,15.096453965334645,0.0827489322553079
5.0,22.749999999999776,26.490337239027408,24.930419613751837,21.39213553729654,15.091701128551835,0.08307691596620838
5.0,22.774999999999775,26.482116067855774,24.924891057950116,21.387286649911314,15.086956590941773,0.08340520000979221
5.0,22.799999999999773,26.473917342516987,24.9193626538293,21.382444481834764,15.082220314507857,0.0837337935775597
5.0,22.824999999999772,26.465740989879862,24.913840582974572,21.377616180832224,15.077492260760561,0.08406271445180506
5.0,22.84999999999977,26.45758693696659,24.90833205788961,21.372794261233043,15.072772391609606,0.08439212679597945
5.0,22.87499999999977,26.449455110938533,24.90288275916973,21.367975014630293,15.068060670139864,0.08472195858434191
5.0,22.899999999999768,26.441345439049712,24.897453795712686,21.363159212795043,15.06335706050618,0.08505204960282717
5.0,22.924999999999766,26.433257848596362,24.892008203447066,21.358350443771563,15.058661527034387,0.08538242056004866
5.0,22.949999999999765,26.42519226689212,24.886561980850807,21.35355038512577,15.053974033268556,0.08571313433606759
5.0,22.974999999999763,26.417148621276766,24.881117013538645,21.348757015400537,15.049294541511422,0.08604408755332811
5.0,22.999999999999762,26.409126839140384,24.8756849816598,21.34397859079987,15.04462301334711,0.08637542311906482
5.0,23.02499999999976,26.401126847938393,24.870316294813623,21.339204400860897,15.039959410844562,0.08670722628860918
5.0,23.04999999999976,26.393148575191212,24.864963744839667,21.33443311161206,15.035303697460975,0.08703942818306588
5.0,23.074999999999758,26.38519194848492,24.859597154885844,21.32966535972932,15.030655837930544,0.08737185949839829
5.0,23.099999999999756,26.377256895492515,24.854225378144996,21.324904855708294,15.026015797348698,0.0877045695112721
5.0,23.124999999999755,26.369343344017278,24.84885629093366,21.320152678151583,15.021383540233746,0.08803761352525041
5.0,23.149999999999753,26.361451222036226,24.843491938304364,21.315408302588455,15.016759030157056,0.0883708576034436
5.0,23.174999999999752,26.353580457711768,24.838152720526196,21.310678206704445,15.012142230388097,0.08870451066557751
5.0,23.19999999999975,26.345730979357086,24.832886645416036,21.305950251062406,15.007533105059741,0.0890386373745506
5.0,23.22499999999975,26.337902715373627,24.827606018363916,21.30122544847869,15.002931619837739,0.08937311850856947
5.0,23.249999999999748,26.330095594198756,24.82231677345932,21.296504294988807,14.99833774153828,0.08970780722352925
5.0,23.274999999999746,26.322309544291926,24.81702623777681,21.291790214135414,14.993751437049815,0.09004277787317681
5.0,23.299999999999745,26.314544494158632,24.811738402192425,21.287084300027395,14.98917267237175,0.09037807330537198
5.0,23.324999999999743,26.30680037238499,24.806464815180313,21.28238823226315,14.984601412434637,0.09071363206849252
5.0,23.349999999999742,26.29907710765524,24.801261065778366,21.27770312612752,14.980037621934747,0.09104959367730432
5.0,23.37499999999974,26.29137462874871,24.796059275141392,21.273020565530274,14.9754812665141,0.09138590186328158
5.0,23.39999999999974,26.283692864536885,24.79084939018941,21.268341361028064,14.970932313331298,0.09172255614075749
5.0,23.424999999999738,26.276031744003138,24.785634378520427,21.263665907698666,14.966390730610353,0.09205946548609863
5.0,23.449999999999736,26.268391196287375,24.78041873216223,21.25899718691576,14.961856486570525,0.09239663427383063
5.0,23.474999999999735,26.260771150732612,24.775206900625694,21.25433664928864,14.95732954852424,0.09273411373732827
5.0,23.499999999999734,26.253171536899785,24.77002046276712,21.2496824744183,14.952809882584878,0.093071893417563
5.0,23.524999999999732,26.2455922845347,24.764905668235812,21.24503960847028,14.948297454186383,0.09340998944752057
5.0,23.54999999999973,26.23803332350475,24.759778143265518,21.240403268975008,14.943792229172303,0.0937484237218184
5.0,23.57499999999973,26.230494583744473,24.754643049323544,21.235769637542518,14.93929417469699,0.09408723492899075
5.0,23.599999999999728,26.222975995240354,24.749503860373466,21.23113939140056,14.93480325929369,0.09442627599743193
5.0,23.624999999999726,26.215477488056244,24.744366911813824,21.22651454225048,14.930319452135935,0.09476558772145972
5.0,23.649999999999725,26.207998992372055,24.739237143496208,21.221897826788616,14.92584272213851,0.09510521651702519
5.0,23.674999999999724,26.20054043850363,24.73416572057582,21.217288863372975,14.921373037534451,0.09544520665524864
5.0,23.699999999999722,26.19310175689467,24.729122870576774,21.212692342455977,14.91691036638758,0.09578545984282491
5.0,23.72499999999972,26.185682878100966,24.724067644832832,21.20809820524849,14.912454677604375,0.09612596483399162
5.0,23.74999999999972,26.178283732796597,24.71900603931851,21.20350723237975,14.908005941533656,0.09646679887417696
5.0,23.774999999999718,26.170904251814623,24.713941385066672,21.19891985270385,14.903564129650592,0.09680791123078827
5.0,23.799999999999716,26.16354436620606,24.708878710772815,21.19433628788377,14.899129213475986,0.09714928009576529
5.0,23.824999999999715,26.156204007280756,24.703820151868175,21.18976105578738,14.894701163456645,0.09749093692722392
5.0,23.849999999999714,26.14888310660059,24.698836740719624,21.185192594323816,14.890279948445045,0.09783300818507405
5.0,23.874999999999712,26.14158159592759,24.693863513381316,21.180635890081902,14.885865536191494,0.09817533349334961
5.0,23.89999999999971,26.13429940716069,24.688881628989147,21.176084512553018,14.881457894570506,0.0985178563330846
5.0,23.92499999999971,26.12703647230035,24.68389432597622,21.17153608919037,14.877056992670832,0.09886065694781068
5.0,23.949999999999708,26.11979272345795,24.67890435913836,21.166991137351197,14.872662801051849,0.09920378623576868
5.0,23.974999999999707,26.112568092894293,24.673915110855035,21.16244992908917,14.868275291089814,0.09954715138531951
5.0,23.999999999999705,26.105362513052167,24.668950895167118,21.157914762573867,14.863894433919006,0.09989082855654742
5.0,24.024999999999704,26.09817591655758,24.664048646396477,21.15338728190763,14.8595201996697,0.10023492103281645
5.0,24.049999999999702,26.091008236194703,24.659143513503235,21.148867793873094,14.855152557447722,0.1005792569178573
5.0,24.0749999999997,26.083859404883672,24.65423220353572,21.144358658256902,14.850791476189066,0.10092379797316393
5.0,24.0999999999997,26.076729355688432,24.649316469633348,21.13985212207919,14.846436925811672,0.10126858697660318
5.0,24.124999999999698,26.069618021858297,24.64439882338966,21.135348819024053,14.842088877836522,0.10161359317346347
5.0,24.149999999999697,26.062525336879027,24.639480553381546,21.130849096659798,14.837747305100452,0.10195888686308874
5.0,24.174999999999695,26.055451234497106,24.634587902182027,21.12635460561427,14.833412180840131,0.10230450622882449
5.0,24.199999999999694,26.04839564869518,24.629744569481346,21.121867784092288,14.829083477830407,0.1026504982968793
5.0,24.224999999999692,26.041358513628605,24.62491097234349,21.117386997936375,14.824761168038947,0.10299678971000353
5.0,24.24999999999969,26.034339763558652,24.620073848155467,21.11291790167725,14.820445223117476,0.10334328607600653
5.0,24.27499999999969,26.0273393328183,24.615231770393606,21.10845206476131,14.816135615386498,0.10368997723586344
5.0,24.299999999999688,26.020357155823557,24.610387185319873,21.103989278135966,14.81183231852791,0.10403693428211401
5.0,24.324999999999687,26.013393167113186,24.605541790224112,21.099529949705737,14.807535307482217,0.10438408119889085
5.0,24.349999999999685,26.00644730138326,24.600727903365502,21.095074843251638,14.80324455764375,0.10473158001634765
5.0,24.374999999999684,25.999519493492933,24.595955486283128,21.09062715517238,14.798960043958942,0.1050794311648366
5.0,24.399999999999682,25.992609678445017,24.59118980606013,21.086185509965276,14.794681740455593,0.10542757002266767
5.0,24.42499999999968,25.98571779136712,24.58642200929678,21.081750913517343,14.790409620377526,0.10577596970966552
5.0,24.44999999999968,25.978843767519113,24.581650585120812,21.07732517905208,14.786143656905885,0.10612454347868565
5.0,24.474999999999678,25.971987542332982,24.576875789452536,21.072902038201406,14.781883823991402,0.10647331764498381
5.0,24.499999999999677,25.96514905146557,24.572099983942795,21.06848207970542,14.777630096692155,0.10682234488059138
5.0,24.524999999999675,25.95832823083076,24.567340641006112,21.064065624792597,14.773382450784997,0.10717157164189683
5.0,24.549999999999674,25.95152501658668,24.56262699414314,21.05965511720871,14.769140861982851,0.10752117249327373
5.0,24.574999999999672,25.944739345081373,24.55792955472218,21.055251167470747,14.764905305317468,0.1078711094020999
5.0,24.59999999999967,25.937971152786982,24.553232830814125,21.050852895935563,14.760675754988844,0.10822130018965948
5.0,24.62499999999967,25.93122037625879,24.548533359932424,21.046465337009963,14.756452184901894,0.10857173734897035
5.0,24.649999999999668,25.924486952138686,24.543830749180337,21.042080378704043,14.752234569548943,0.10892233627290689
5.0,24.674999999999667,25.917770817194647,24.539126469364334,21.03769855632149,14.748022884564067,0.10927318608023573
5.0,24.699999999999665,25.911071908367703,24.534444380877886,21.033320189485966,14.743817106567038,0.10962424850241997
5.0,24.724999999999664,25.9043901627975,24.529779258014663,21.028946599882914,14.73961721246447,0.1099755244729697
5.0,24.749999999999662,25.89772551781585,24.525145261783084,21.02457955398586,14.735423178736907,0.1103271924926928
5.0,24.77499999999966,25.891077910921606,24.520516571604233,21.020218096295704,14.731234981108692,0.11067911390463732
5.0,24.79999999999966,25.884447279762707,24.515886490742208,21.015865651648316,14.72705259484221,0.11103126368382639
5.0,24.82499999999966,25.877833562144673,24.51125375037873,21.01151808115579,14.722875995482095,0.11138364724710355
5.0,24.849999999999657,25.871236696064763,24.50661844077877,21.007173534029256,14.71870515949162,0.11173620770800578
5.0,24.874999999999655,25.864656619751276,24.501990658609948,21.00283235278063,14.714540064327352,0.1120890018213434
5.0,24.899999999999654,25.858093271681923,24.497390964406005,20.998494739341158,14.710380687908053,0.11244203321122964
