扫描速率（K/min）,时间（s）,贴身侧温度（℃）,界面12温度（℃）,界面23温度（℃）,外表面温度（℃）,平均固化进度
5.0,2.7499999999999942,36.933390833571714,36.26911430048782,33.611395340699275,27.692529136733985,0.0
5.0,2.774999999999994,36.930588961410756,36.25461683173791,33.578630584126365,27.653859844376004,0.0
5.0,2.799999999999994,36.92771440890941,36.24004203958058,33.545959258273115,27.61539270448009,0.0
5.0,2.824999999999994,36.92476671627342,36.22539148734029,33.51338100643508,27.577124969260986,0.0
5.0,2.849999999999994,36.921745446021006,36.21066670704856,33.48089546239226,27.539053951730242,0.0
5.0,2.874999999999994,36.91865018267336,36.19586919992611,33.44850225110983,27.501177023821583,0.0
5.0,2.8999999999999937,36.91548053243476,36.18100043686984,33.416200989397915,27.46349161458987,0.0
5.0,2.9249999999999936,36.91223612286371,36.166061858943536,33.38399128653282,27.42599520848017,0.0
5.0,2.9499999999999935,36.908916602535946,36.15105487787123,33.35187274484201,27.388685343663525,0.0
5.0,2.9749999999999934,36.90552164070045,36.13598087653217,33.3198449602551,27.351559610436336,0.0
5.0,2.9999999999999933,36.902050926929356,36.12084120945659,33.2879075228227,27.314615649680377,0.0
5.0,3.0249999999999932,36.898504170762635,36.10563720332142,33.256060017205286,27.277851151380577,0.0
5.0,3.049999999999993,36.894881101348396,36.09037015744523,33.22430202313362,27.24126385319797,0.0
5.0,3.074999999999993,36.891181467079626,36.07504134428163,33.192633115842526,27.204851539095305,0.0
5.0,3.099999999999993,36.88740503522806,36.05965200991067,33.161052866479615,27.168612038012874,0.0
5.0,3.124999999999993,36.88355159157591,36.04420337452751,33.129560842490314,27.13254322259237,0.0
