扫描速率（K/min）,潜热（kJ/kg）,时间（s）,贴身侧温度（℃）,界面12温度（℃）,功能层平均温度（℃）,界面23温度（℃）,外表面温度（℃）,固化进度
2.0,611.5637399999999,6.75,35.55717826873964,33.45851014315194,31.585366569611715,29.219225496238558,23.008365625292633,0.0
2.0,611.5637399999999,7.0,35.42426380984447,33.274580835714275,31.3775786712337,28.991776484496842,22.781997620926468,0.0
2.0,611.5637399999999,7.25,35.2877178667858,33.09043603717969,31.17151805423415,28.767838135456945,22.560206581960504,0.0
2.0,611.5637399999999,7.5,35.14781377845914,32.90614454244248,30.967118441760142,28.54721315639612,22.342705814334096,0.0
2.0,611.5637399999999,7.75,35.004809431022885,32.72176752066597,30.764315678755004,28.32971729788467,22.12923083866001,0.0
2.0,611.5637399999999,8.0,34.85894759089524,32.53735967167857,30.56304809155275,28.115178509510617,21.919537219438862,0.0
2.0,611.5637399999999,8.25,34.71045637548827,32.35297015982318,30.363256709415378,27.903436143956466,21.713398692884613,0.0
2.0,611.5637399999999,8.5,34.559549816391865,32.16864337278271,30.164885383143645,27.694340208306286,21.510605538625054,0.0
2.0,611.5637399999999,8.75,34.40642848081527,31.984419542413452,29.96788082764443,27.487750660974328,21.310963152148947,0.0
2.0,611.5637399999999,9.0,34.251280125663634,31.800335256455014,29.772192608993684,27.283536752353044,21.114290783864373,0.0
2.0,611.5637399999999,9.25,34.094280365227064,31.616423883638944,29.577773091652656,27.081576407115012,20.92042041761941,0.0
2.0,611.5637399999999,9.5,33.935593338526644,31.432715929785072,29.38457735773895,26.8817556460276,20.729195766979263,0.0
2.0,611.5637399999999,9.75,33.77537236623956,31.24923933864089,29.192563107364762,26.68396804512358,20.540471371806007,0.0
2.0,611.5637399999999,10.0,33.6137605900828,31.066019748239494,29.00169054683376,26.48811423009611,20.354111781017913,0.0
2.0,611.5637399999999,10.25,33.45089158978017,30.883080711234825,28.81192226978242,26.294101403839093,20.16999081002226,0.0
2.0,611.5637399999999,10.5,33.28688997443413,30.700443885870705,28.623223135043645,26.101842905125043,19.987990863378926,0.0
2.0,611.5637399999999,10.75,33.12187194639769,30.51812920283723,28.435560144009024,25.91125779649486,19.808002314884313,0.0
2.0,611.5637399999999,11.0,32.955945836690745,30.336155012175013,28.24890231950114,25.722270479523367,19.629922938562338,0.0
2.0,611.5637399999999,11.25,32.78921261170507,30.15453821353497,28.06322058758444,25.534810335717165,19.453657385084444,0.0
2.0,611.5637399999999,11.5,32.62176635145133,29.97329437243548,27.878487663301,25.348811391394868,19.279116698971443,0.0
2.0,611.5637399999999,11.75,32.4536946999652,29.792437824637453,27.69467794098302,25.164212004992812,19.106217872600475,0.0
2.0,611.5637399999999,12.0,32.28507928874304,29.611981770349416,27.511767389542747,24.98095457532999,18.93488343358496,0.0
2.0,611.5637399999999,12.25,32.115996134246934,29.43193835965364,27.32973345295308,24.798985269454,18.7650410625409,0.0
2.0,611.5637399999999,12.5,31.946516010625267,29.252318770291346,27.148554955993415,24.61825376877433,18.59662323861992,0.0
2.0,611.5637399999999,12.75,31.776704798854812,29.073133278745097,26.968212015234393,24.43871303227001,18.4295669104946,0.0
2.0,611.5637399999999,13.0,31.60662381353419,28.8943913253978,26.78868595516238,24.260319075635547,18.263813190736762,0.0
