温度（℃）,放热倍率,v=2有效比热（kJ/(kg·K)）,v=5有效比热（kJ/(kg·K)）,v=10有效比热（kJ/(kg·K)）,参考速率（K/min）,参考倍率
21.15,1.41943359375,142.93332706187857,58.61333082475143,30.506665412375714,,
21.184,1.41943359375,142.50067402454727,58.4402696098189,30.42013480490945,,
21.218,1.41943359375,142.04460033291903,58.25784013316761,30.328920066583805,,
21.248,1.41943359375,141.56420536776452,58.06568214710581,30.232841073552905,,
21.284,1.41943359375,141.06046318692293,57.86418527476918,30.132092637384588,,
21.316,1.41943359375,140.53367722278944,57.65347088911577,30.026735444557886,,
21.348,1.41943359375,139.98304477428087,57.433217909712354,29.916608954856176,,
21.381,1.41943359375,139.40985557140004,57.20394222856002,29.801971114280008,,
21.413,1.41943359375,138.81365930453217,56.96546372181287,29.682731860906433,,
21.445,1.41943359375,138.19489404352362,56.71795761740945,29.558978808704726,,
21.479,1.41943359375,137.55358426791105,56.461433707164424,29.43071685358221,,
21.513,1.41943359375,136.88970549815787,56.195882199263146,29.297941099631572,,
21.546,1.41943359375,136.2036713245739,55.92146852982955,29.160734264914776,,
21.579,1.41943359375,135.49549398692739,55.63819759477096,29.019098797385478,,
21.612,1.41943359375,134.7651734852184,55.34606939408736,28.87303469704368,,
21.645,1.41943359375,134.01313564952503,55.04525425981001,28.722627129905003,,
21.679,1.41943359375,133.23896688953747,54.735586755814985,28.567793377907492,,
21.711,1.41943359375,132.44305631602896,54.41722252641158,28.40861126320579,,
21.743,1.41943359375,131.62542840853604,54.09017136341441,28.245085681707206,,
21.777,1.41943359375,130.7865334766735,53.75461339066939,28.077306695334695,,
21.811,1.41943359375,129.92592121082652,53.410368484330604,27.9051842421653,,
21.843,1.41943359375,129.04441879161487,53.05776751664595,27.728883758322976,,
21.876,1.41943359375,128.1416371082653,52.69665484330611,27.548327421653056,,
21.909,1.41943359375,127.21756392100941,52.32702556840376,27.36351278420188,,
21.941,1.41943359375,126.27261282015715,51.949045128062856,27.174522564031427,,
21.974,1.41943359375,125.30723411532315,51.56289364612926,26.98144682306463,,
22.007,1.41943359375,124.32098973666103,51.168395894664414,26.784197947332206,,
22.041,1.41943359375,123.31474358409535,50.765897433638145,26.58294871681907,,
22.074,1.41943359375,122.28804534801137,50.355218139204545,26.377609069602272,,
22.106,1.41943359375,121.24089502840908,49.93635801136363,26.168179005681814,,
22.14,1.41943359375,120.17460683482777,49.50984273393111,25.954921366965554,,
22.173,1.41943359375,119.08829238780629,49.07531695512252,25.737658477561258,,
22.206,1.41943359375,117.98238975719106,48.63295590287642,25.51647795143821,,
22.239,1.41943359375,116.8577506031383,48.18310024125532,25.291550120627658,,
22.273,1.41943359375,115.71396133533825,47.7255845341353,25.06279226706765,,
22.306,1.41943359375,114.5518491344105,47.260739653764205,24.8303698268821,,
22.338,1.41943359375,113.37183983043326,46.7887359321733,24.59436796608665,,
22.371,1.41943359375,112.17353207286489,46.309412829145955,24.354706414572977,,
22.403,1.41943359375,110.9577530423251,45.82310121693004,24.11155060846502,,
22.437,1.41943359375,109.72453945811878,45.32981578324751,23.864907891623755,,
22.468,1.41943359375,108.47510761163885,44.83004304465554,23.61502152232777,,
22.502,1.41943359375,107.2091051114169,44.32364204456676,23.36182102228338,,
22.536,1.41943359375,105.92734689830434,43.81093875932173,23.105469379660864,,
22.568,1.41943359375,104.62980849276458,43.29192339710583,22.845961698552916,,
22.601,1.41943359375,103.31780410433683,42.76712164173473,22.583560820867365,,
22.633,1.41943359375,101.99130925348453,42.236523701393814,22.318261850696906,,
22.668,1.41943359375,100.65079872935902,41.70031949174361,22.050159745871806,,
22.701,1.41943359375,99.29706299327505,41.158825197310016,21.779412598655007,,
22.733,1.41943359375,97.93054011507903,40.61221604603161,21.506108023015805,,
22.766,1.41943359375,96.55210623446379,40.06084249378552,21.23042124689276,,
22.799,1.41943359375,95.16217494173917,39.504869976695666,20.952434988347832,,
22.833,1.41943359375,93.76161013682973,38.94464405473189,20.672322027365944,,
22.867,1.41943359375,92.35082541004529,38.38033016401811,20.390165082009055,,
22.899,1.41943359375,90.93022211192738,37.81208884477095,20.106044422385473,,
22.932,1.41943359375,89.50154028209339,37.24061611283735,19.820308056418675,,
22.966,1.41943359375,88.0643540904652,36.66574163618608,19.532870818093038,,
22.998,1.41943359375,86.62033013805042,36.088132055220164,19.24406602761008,,
23.032,1.41943359375,85.16994321400034,35.507977285600134,18.953988642800066,,
23.066,1.41943359375,83.71402049893466,34.925608199573865,18.662804099786932,,
23.098,1.41943359375,82.25296334339488,34.341185337357956,18.370592668678977,,
23.132,1.41943359375,80.78809819668857,33.755239278675425,18.077619639337712,,
23.165,1.41943359375,79.32023999966707,33.16809599986683,17.784047999933414,,
23.197,1.41943359375,77.84981458240857,32.579925832963426,17.489962916481712,,
23.231,1.41943359375,76.37813615445222,31.991254461780887,17.195627230890445,,
23.263,1.41943359375,74.90600741688121,31.402402966752483,16.90120148337624,,
23.298,1.41943359375,73.43391539861506,30.813566159446022,16.606783079723012,,
23.332,1.41943359375,71.96351446089312,30.22540578435725,16.312702892178624,,
23.365,1.41943359375,70.49480460371538,29.637921841486154,16.018960920743076,,
23.4,1.41943359375,69.0291000366211,29.051640014648438,15.72582000732422,,
23.43,1.41943359375,67.5671667413885,28.4668666965554,15.4334333482777,,
23.464,1.41943359375,66.10996653608842,27.883986614435365,15.141993307217684,,
23.498,1.41943359375,64.6587279518821,27.30349118075284,14.85174559037642,,
23.531,1.41943359375,63.213438749001234,26.725375499600492,14.562687749800247,,
23.565,1.41943359375,61.77582672729491,26.15033069091797,14.275165345458985,,
23.597,1.41943359375,60.3462809975364,25.57851239901456,13.989256199507281,,
23.631,1.41943359375,58.92570217895508,25.01028087158203,13.705140435791016,,
23.665,1.41943359375,57.51491745217063,24.445966980868253,13.422983490434127,,
23.699,1.41943359375,56.11477847733931,23.88591139093572,13.142955695467862,,
23.73,1.41943359375,54.726100195312505,23.330440078125,12.865220039062502,,
23.765,1.41943359375,53.349394114546335,22.779757645818535,12.589878822909268,,
23.797,1.41943359375,51.985852046897186,22.234340818758877,12.31717040937944,,
23.83,1.41943359375,50.635522951438205,21.69420918057528,12.047104590287642,,
23.864,1.41943359375,49.300110148481885,21.160044059392757,11.78002202969638,,
23.896,1.41943359375,47.97915108864523,20.631660435458095,11.515830217729048,,
23.93,1.41943359375,46.67397222123579,20.10958888849432,11.25479444424716,,
23.966,1.41943359375,45.38457354625354,19.593829418501418,10.99691470925071,,
23.998,1.41943359375,44.11215911532315,19.08486364612926,10.742431823064631,,
24.033,1.41943359375,42.85724043690074,18.582896174760297,10.49144808738015,,
24.067,1.41943359375,41.619768551913175,18.087907420765273,10.243953710382636,,
24.101,1.41943359375,40.40060736028498,17.600242944113994,10.000121472056998,,
24.134,1.41943359375,39.19974462224787,17.11989784889915,9.759948924449574,,
24.167,1.41943359375,38.01847006780451,16.647388027121806,9.523694013560903,,
24.201,1.41943359375,36.85594427656694,16.182377710626778,9.291188855313388,,
24.233,1.41943359375,35.713408019464666,15.725363207785866,9.062681603892933,,
24.268,1.41943359375,34.59092249533912,15.276368998135652,8.838184499067825,,
24.3,1.41943359375,33.488414265580616,14.835365706232245,8.617682853116122,,
24.335,1.41943359375,32.40638259887697,14.402553039550787,8.401276519775394,,
24.369,1.41943359375,31.345204366233123,13.97808174649325,8.189040873246626,,
24.402,1.41943359375,30.304453737571013,13.561781495028407,7.980890747514204,,
24.435,1.41943359375,29.284142952658907,13.153657181063565,7.776828590531782,,
24.469,1.41943359375,28.28513591142134,12.754054364568537,7.577027182284269,,
24.503,1.41943359375,27.307420374090018,12.362968149636009,7.381484074818005,,
24.537,1.41943359375,26.3501446805087,11.980057872203481,7.19002893610174,,
24.569,1.41943359375,25.413710181218928,11.605484072487572,7.002742036243786,,
24.604,1.41943359375,24.498603905140275,11.239441562056111,6.819720781028055,,
24.637,1.41943359375,23.603912993275035,10.881565197310016,6.640782598655008,,
24.671,1.41943359375,22.730099995006206,10.532039998002485,6.466019999001242,,
24.703,1.41943359375,21.877128191028937,10.190851276411577,6.2954256382057885,,
24.737,1.41943359375,21.044194880260118,9.857677952104048,6.128838976052024,,
24.771,1.41943359375,20.231701413241296,9.53268056529652,5.966340282648259,,
24.806,1.41943359375,19.43966002974076,9.215864011896306,5.807932005948153,,
24.838,1.41943359375,18.667595940607246,8.9070383762429,5.65351918812145,,
24.873,1.41943359375,17.915156754372337,8.606062701748936,5.503031350874467,,
24.905,1.41943359375,17.182269032426312,8.312907612970525,5.356453806485263,,
24.939,1.41943359375,16.46899397361062,8.027597589444248,5.213798794722123,,
24.972,1.41943359375,15.77444319846413,7.749777279385652,5.074888639692826,,
25.006,1.41943359375,15.099067016601564,7.479626806640626,4.939813403320313,,
25.038,1.41943359375,14.442402878639912,7.2169611514559655,4.808480575727982,,
25.074,1.41943359375,13.804524223188926,6.9618096892755705,4.6809048446377854,,
25.107,1.41943359375,13.184493711714309,6.713797484685724,4.556898742342861,,
25.142,1.41943359375,12.582372543057526,6.47294901722301,4.436474508611505,,
25.175,1.41943359375,11.998111758145416,6.239244703258167,4.319622351629083,,
25.209,1.41943359375,11.430896416126599,6.01235856645064,4.206179283225319,,
25.242,1.41943359375,10.88112786754261,5.792451147017044,4.096225573508522,,
25.277,1.41943359375,10.348417001620204,5.579366800648081,3.989683400324041,,
25.309,1.41943359375,9.832276789439806,5.372910715775923,3.8864553578879613,,
25.344,1.41943359375,9.332780669611152,5.173112267844461,3.7865561339222307,,
25.377,1.41943359375,8.849441613214664,4.979776645285866,3.6898883226429326,,
25.411,1.41943359375,8.381870509477096,4.792748203790839,3.596374101895419,,
25.445,1.41943359375,7.930055118630145,4.612022047452058,3.506011023726029,,
25.479,1.41943359375,7.493569610595705,4.437427844238282,3.418713922119141,,
25.512,1.41943359375,7.07240174560547,4.2689606982421875,3.334480349121094,,
25.547,1.41943359375,6.666162412886182,4.106464965154473,3.2532324825772365,,
25.579,1.41943359375,6.274364583518287,3.9497458334073148,3.1748729167036576,,
25.614,1.41943359375,5.897081696111503,3.7988326784446014,3.0994163392223006,,
25.647,1.41943359375,5.534252551824396,3.653701020729758,3.0268505103648793,,
25.68,1.41943359375,5.185049970037285,3.5140199880149146,2.957009994007457,,
25.714,1.41943359375,4.849486190518465,3.379794476207386,2.8898972381036927,,
25.749,1.41943359375,4.527135383189808,3.2508541532759234,2.8254270766379617,,
25.782,1.41943359375,4.218386658824573,3.1273546635298293,2.7636773317649146,,
25.817,1.41943359375,3.922437316339667,3.008974926535867,2.704487463267933,,
25.849,1.41943359375,3.6388003268155185,2.8955201307262075,2.6477600653631037,,
25.883,1.41943359375,3.3675368890935724,2.7870147556374287,2.5935073778187143,,
25.917,1.41943359375,3.1081966935591248,2.68327867742365,2.541639338711825,,
25.95,1.41943359375,2.8607675004438917,2.5843070001775565,2.4921535000887785,,
25.986,1.41943359375,2.6248724387428988,2.4899489754971595,2.4449744877485795,,
26.018,1.41943359375,2.4,2.4,2.4,,
14.05,1.4378662109375,2.4,2.4,2.4,,
14.084,1.4378662109375,2.6217091660933054,2.488683666437322,2.444341833218661,,
14.118,1.4378662109375,2.853770968905361,2.5815083875621445,2.490754193781072,,
14.152,1.4378662109375,3.0970481281627267,2.678819251265091,2.5394096256325454,,
14.187,1.4378662109375,3.3515530425780584,2.7806212170312232,2.590310608515612,,
14.221,1.4378662109375,3.618554994315896,2.887421997726358,2.6437109988631793,,
14.254,1.4378662109375,3.8980539833762413,2.999221593350496,2.6996107966752483,,
14.288,1.4378662109375,4.190506167047671,3.116202466819068,2.7581012334095343,,
14.322,1.4378662109375,4.496761866344103,3.2387047465376413,2.8193523732688206,,
14.356,1.4378662109375,4.817252441128816,3.366900976451526,2.883450488225763,,
14.39,1.4378662109375,5.152840611128373,3.501136244451349,2.9505681222256745,,
14.425,1.4378662109375,5.50353877505542,3.641415510022168,3.0207077550110837,,
14.46,1.4378662109375,5.869765894060594,3.7879063576242373,3.093953178812119,,
14.493,1.4378662109375,6.252791250308441,3.9411165001233766,3.170558250061688,,
14.527,1.4378662109375,6.652652039936905,4.101060815974762,3.2505304079873807,,
14.562,1.4378662109375,7.070210982672542,4.268084393069017,3.3340421965345084,,
14.595,1.4378662109375,7.506293602103984,4.442517440841593,3.4212587204207967,,
14.631,1.4378662109375,7.960530531931173,4.62421221277247,3.5121061063862347,,
14.665,1.4378662109375,8.434585218044012,4.813834087217605,3.606917043608802,,
14.698,1.4378662109375,8.92803869929186,5.0112154797167445,3.705607739858372,,
14.733,1.4378662109375,9.4422222514025,5.216888900561001,3.8084444502805,,
14.767,1.4378662109375,9.977098678237994,5.430839471295197,3.915419735647599,,
14.801,1.4378662109375,10.53354309823755,5.65341723929502,4.0267086196475095,,
14.835,1.4378662109375,11.111986871264453,5.884794748505781,4.142397374252891,,
14.87,1.4378662109375,11.712442396031344,6.124976958412537,4.262488479206269,,
14.904,1.4378662109375,12.335747594839495,6.374299037935797,4.387149518967899,,
14.939,1.4378662109375,12.982358624977483,6.632943449990993,4.516471724995496,,
14.973,1.4378662109375,13.652682048883287,6.901072819553315,4.650536409776658,,
15.005,1.4378662109375,14.346705467844268,7.1786821871377064,4.789341093568853,,
15.04,1.4378662109375,15.064922235286941,7.465968894114777,4.932984447057388,,
15.075,1.4378662109375,15.807726514936638,7.763090605974655,5.081545302987328,,
15.11,1.4378662109375,16.575118306793375,8.07004732271735,5.2350236613586745,,
15.144,1.4378662109375,17.367085212144495,8.386834084857798,5.393417042428899,,
15.178,1.4378662109375,18.18407098956592,8.713628395826369,5.556814197913184,,
15.211,1.4378662109375,19.02563188048174,9.050252752192696,5.725126376096348,,
15.246,1.4378662109375,19.892236440893157,9.396894576357264,5.898447288178632,,
15.281,1.4378662109375,20.783428513511613,9.753371405404646,6.0766857027023224,,
15.314,1.4378662109375,21.699183300911805,10.119673320364722,6.259836660182361,,
15.35,1.4378662109375,22.63913143679369,10.495652574717477,6.447826287358739,,
15.383,1.4378662109375,23.60319852888138,10.881279411552553,6.640639705776277,,
15.417,1.4378662109375,24.591002812162184,11.276401124864876,6.838200562432437,,
15.45,1.4378662109375,25.601656769484247,11.6806627077937,7.04033135389685,,
15.485,1.4378662109375,26.635197596985513,12.094079038794208,7.247039519397104,,
15.52,1.4378662109375,27.690306417650845,12.51612256706034,7.458061283530169,,
15.553,1.4378662109375,28.76695843405494,12.946783373621976,7.673391686810987,,
15.588,1.4378662109375,29.863909161458555,13.385563664583424,7.892781832291712,,
15.621,1.4378662109375,30.980677645147804,13.832271058059122,8.116135529029561,,
15.657,1.4378662109375,32.11646315895937,14.28658526358375,8.343292631791874,,
15.691,1.4378662109375,33.2694782698769,14.74779130795076,8.573895653975379,,
15.724,1.4378662109375,34.439304016749745,15.215721606699898,8.807860803349948,,
15.758,1.4378662109375,35.62467111741336,15.689868446965344,9.044934223482672,,
15.793,1.4378662109375,36.823854132414624,16.16954165296585,9.284770826482925,,
15.828,1.4378662109375,38.03640930317761,16.654563721271042,9.527281860635522,,
15.86,1.4378662109375,39.26057399411124,17.144229597644497,9.772114798822248,,
15.894,1.4378662109375,40.49468475932565,17.63787390373026,10.01893695186513,,
15.928,1.4378662109375,41.73785408166896,18.135141632667583,10.26757081633379,,
15.96,1.4378662109375,42.98833172426274,18.6353326897051,10.51766634485255,,
15.996,1.4378662109375,44.244035280066505,19.137614112026604,10.768807056013303,,
16.029,1.4378662109375,45.504446598228405,19.641778639291363,11.020889319645683,,
16.064,1.4378662109375,46.767039513132026,20.14681580525281,11.273407902626406,,
16.097,1.4378662109375,48.030470350336905,20.65218814013476,11.526094070067382,,
16.131,1.4378662109375,49.29348222639114,21.157392890556455,11.778696445278229,,
16.166,1.4378662109375,50.55348698211507,21.66139479284603,12.030697396423015,,
16.199,1.4378662109375,51.81001606150743,22.164006424602974,12.282003212301488,,
16.234,1.4378662109375,53.06053090023917,22.664212360095668,12.532106180047835,,
16.266,1.4378662109375,54.30367542515719,23.161470170062874,12.780735085031438,,
16.3,1.4378662109375,55.53778619037159,23.655114476148636,13.02755723807432,,
16.334,1.4378662109375,56.76111295900395,24.14444518360158,13.27222259180079,,
16.369,1.4378662109375,57.97237405017709,24.628949620070838,13.51447481003542,,
16.401,1.4378662109375,59.17022578945057,25.108090315780228,13.754045157890115,,
16.434,1.4378662109375,60.352560972358575,25.58102438894343,13.990512194471716,,
16.47,1.4378662109375,61.51854167659984,26.047416670639933,14.223708335319968,,
16.502,1.4378662109375,62.6663556717327,26.50654226869308,14.453271134346542,,
16.536,1.4378662109375,63.79521463030647,26.958085852122586,14.679042926061294,,
16.569,1.4378662109375,64.90378727659339,27.401514910637356,14.90075745531868,,
16.603,1.4378662109375,65.99080432842888,27.836321731371548,15.118160865685775,,
16.638,1.4378662109375,67.05540306608638,28.262161226434554,15.331080613217278,,
16.67,1.4378662109375,68.09623981512549,28.67849592605019,15.539247963025096,,
16.705,1.4378662109375,69.1129576079588,29.08518304318352,15.742591521591761,,
16.738,1.4378662109375,70.10420037143321,29.48168014857328,15.94084007428664,,
16.773,1.4378662109375,71.07044906026259,29.868179624105036,16.13408981205252,,
16.806,1.4378662109375,72.00992864014324,30.243971456057295,16.321985728028647,,
16.841,1.4378662109375,72.92312006578905,30.60924802631562,16.50462401315781,,
16.873,1.4378662109375,73.80909862391017,30.963639449564067,16.681819724782034,,
16.909,1.4378662109375,74.66795110549522,31.30718044219808,16.85359022109904,,
16.94,1.4378662109375,75.49999728199352,31.639998912797402,17.0199994563987,,
16.975,1.4378662109375,76.30448602209243,31.961794408836973,17.180897204418486,,
17.01,1.4378662109375,77.08179909080467,32.27271963632187,17.336359818160933,,
17.045,1.4378662109375,77.83279920785671,32.57311968314268,17.48655984157134,,
17.077,1.4378662109375,78.55701781724736,32.86280712689894,17.63140356344947,,
17.112,1.4378662109375,79.25582339084235,33.142329356336944,17.77116467816847,,
17.145,1.4378662109375,79.9291539350785,33.4116615740314,17.9058307870157,,
17.179,1.4378662109375,80.57790936582026,33.671163746328105,18.035581873164052,,
17.213,1.4378662109375,81.20250864421826,33.9210034576873,18.16050172884365,,
17.249,1.4378662109375,81.8047020071509,34.16188080286036,18.28094040143018,,
17.282,1.4378662109375,82.38485882091828,34.39394352836731,18.396971764183654,,
17.315,1.4378662109375,82.94431036124816,34.61772414449926,18.50886207224963,,
17.349,1.4378662109375,83.48436310644301,34.8337452425772,18.6168726212886,,
17.382,1.4378662109375,84.00585497880417,35.04234199152166,18.72117099576083,,
17.416,1.4378662109375,84.51096757507325,35.2443870300293,18.82219351501465,,
17.451,1.4378662109375,85.00013225511356,35.44005290204542,18.92002645102271,,
17.486,1.4378662109375,85.47506205966562,35.63002482386624,19.01501241193312,,
17.52,1.4378662109375,85.93790138933315,35.81516055573326,19.107580277866628,,
17.554,1.4378662109375,86.38952536255536,35.99581014502214,19.19790507251107,,
17.588,1.4378662109375,86.83165941878539,36.17266376751415,19.286331883757075,,
17.622,1.4378662109375,87.26646035733962,36.346584142935846,19.373292071467922,,
17.657,1.4378662109375,87.6952346565206,36.51809386260823,19.459046931304115,,
17.691,1.4378662109375,88.12011431821935,36.68804572728774,19.544022863643868,,
17.725,1.4378662109375,88.54197446087515,36.85678978435006,19.62839489217503,,
17.76,1.4378662109375,88.96341564238033,37.025366256952125,19.712683128476062,,
17.795,1.4378662109375,89.38615090347537,37.19446036139014,19.79723018069507,,
17.829,1.4378662109375,89.81146192503742,37.364584770014964,19.88229238500748,,
17.862,1.4378662109375,90.24107414651961,37.536429658607844,19.96821482930392,,
17.897,1.4378662109375,90.6767502035131,37.710700081405236,20.055350040702617,,
17.93,1.4378662109375,91.12016594062031,37.88806637624812,20.14403318812406,,
17.965,1.4378662109375,91.573096392145,38.069238556858004,20.234619278429,,
17.999,1.4378662109375,92.03722980140236,38.254891920560944,20.32744596028047,,
18.032,1.4378662109375,92.51386024798225,38.445544099192894,20.422772049596446,,
18.066,1.4378662109375,93.00387524903648,38.64155009961459,20.520775049807295,,
18.102,1.4378662109375,93.50987536245744,38.84395014498297,20.621975072491484,,
18.136,1.4378662109375,94.03224235325777,39.0528969413031,20.72644847065155,,
18.17,1.4378662109375,94.57229509845264,39.268918039381056,20.834459019690527,,
18.205,1.4378662109375,95.13090871648126,39.4923634865925,20.94618174329625,,
18.238,1.4378662109375,95.71020281052209,39.72408112420883,21.062040562104414,,
18.271,1.4378662109375,96.3097708181371,39.963908327254835,21.181954163627417,,
18.306,1.4378662109375,96.9313629762048,40.21254519048191,21.306272595240955,,
18.341,1.4378662109375,97.57495448729979,40.46998179491992,21.434990897459958,,
18.377,1.4378662109375,98.24185182972465,40.73674073188986,21.56837036594493,,
18.41,1.4378662109375,98.93200540862874,41.01280216345149,21.706401081725744,,
18.445,1.4378662109375,99.64547721757532,41.298190887030124,21.84909544351506,,
18.478,1.4378662109375,100.38351174130364,41.59340469652145,21.996702348260726,,
18.51,1.4378662109375,101.14482729893649,41.8979309195746,22.1489654597873,,
18.546,1.4378662109375,101.93077996362697,42.21231198545079,22.306155992725394,,
18.581,1.4378662109375,102.74001366222198,42.53600546488879,22.468002732444393,,
18.615,1.4378662109375,103.57295975458483,42.86918390183393,22.634591950916963,,
18.65,1.4378662109375,104.42878031841421,43.21151212736568,22.80575606368284,,
18.682,1.4378662109375,105.30699439899628,43.56279775959851,22.981398879799254,,
18.716,1.4378662109375,106.2068012701677,43.92272050806708,23.16136025403354,,
18.751,1.4378662109375,107.12775717335259,44.29110286934103,23.345551434670515,,
18.783,1.4378662109375,108.06894979397373,44.667579917589485,23.533789958794742,,
18.817,1.4378662109375,109.02871568614124,45.051486274456494,23.725743137228246,,
18.85,1.4378662109375,110.00615493399066,45.44246197359626,23.92123098679813,,
18.885,1.4378662109375,111.00044201393332,45.84017680557333,24.120088402786664,,
18.919,1.4378662109375,112.00981429037819,46.243925716151274,24.321962858075636,,
18.953,1.4378662109375,113.03342144231132,46.65336857692453,24.526684288462263,,
18.986,1.4378662109375,114.06866291184046,47.06746516473618,24.733732582368088,,
19.021,1.4378662109375,115.11514453524012,47.48605781409605,24.943028907048024,,
19.054,1.4378662109375,116.17022855848013,47.90809142339205,25.154045711696025,,
19.088,1.4378662109375,117.23265809810863,48.33306323924345,25.366531619621725,,
19.121,1.4378662109375,118.3006829172471,48.76027316689884,25.58013658344942,,
19.156,1.4378662109375,119.3726147725804,49.18904590903216,25.79452295451608,,
19.189,1.4378662109375,120.44624726994154,49.618498907976615,26.009249453988307,,
19.223,1.4378662109375,121.52032352587855,50.04812941035142,26.22406470517571,,
19.256,1.4378662109375,122.59266194364987,50.47706477745995,26.438532388729975,,
19.289,1.4378662109375,123.66111812265162,50.904447249060645,26.652223624530322,,
19.322,1.4378662109375,124.7239666234307,51.32958664937228,26.86479332468614,,
19.356,1.4378662109375,125.77992576510995,51.75197030604398,27.07598515302199,,
19.39,1.4378662109375,126.82682634966028,52.17073053986411,27.285365269932054,,
19.422,1.4378662109375,127.86248678034003,52.58499471213601,27.492497356068004,,
19.456,1.4378662109375,128.8852312125466,52.99409248501865,27.697046242509323,,
19.49,1.4378662109375,129.89417212912818,53.397668851651275,27.898834425825637,,
19.522,1.4378662109375,130.8866965734798,53.79467862939192,28.097339314695958,,
19.557,1.4378662109375,131.8620038194381,54.184801527775235,28.292400763887617,,
19.589,1.4378662109375,132.8178626754108,54.567145070164315,28.483572535082157,,
19.622,1.4378662109375,133.75346001652193,54.941384006608764,28.67069200330438,,
19.656,1.4378662109375,134.66663904345506,55.30665561738203,28.853327808691013,,
19.69,1.4378662109375,135.55652463777102,55.66260985510841,29.031304927554203,,
19.723,1.4378662109375,136.42224168103058,56.00889667241223,29.204448336206113,,
19.757,1.4378662109375,137.26208953120593,56.344835812482366,29.372417906241182,,
19.791,1.4378662109375,138.07519306985782,56.67007722794313,29.535038613971565,,
19.823,1.4378662109375,138.86066477983445,56.984265911933775,29.692132955966887,,
19.857,1.4378662109375,139.6172601763965,57.2869040705586,29.8434520352793,,
19.89,1.4378662109375,140.34451070354282,57.57780428141712,29.98890214070856,,
19.924,1.4378662109375,141.04200979883527,57.85680391953411,30.128401959767054,,
19.956,1.4378662109375,141.7084261865463,58.12337047461852,30.26168523730926,,
19.99,1.4378662109375,142.343378101663,58.377351240665206,30.388675620332602,,
20.023,1.4378662109375,142.94639698818432,58.61855879527372,30.50927939763686,,
20.057,1.4378662109375,143.51750764353542,58.84700305741417,30.623501528707084,,
20.089,1.4378662109375,144.0558101518519,59.06232406074075,30.731162030370374,,
20.123,1.4378662109375,144.56178546784753,59.264714187139006,30.832357093569502,,
20.154,1.4378662109375,145.03450887823257,59.45380355129303,30.926901775646513,,
20.188,1.4378662109375,145.47405477528292,59.629621910113165,31.014810955056582,,
20.222,1.4378662109375,145.88081732272389,59.79232692908955,31.096163464544773,,
20.256,1.4378662109375,146.2539338008289,59.94157352033156,31.17078676016578,,
20.287,1.4378662109375,146.5946610930499,60.07786443721996,31.23893221860998,,
20.322,1.4378662109375,146.90179191078553,60.200716764314215,31.300358382157107,,
20.354,1.4378662109375,147.17653354263712,60.31061341705485,31.355306708527426,,
20.388,1.4378662109375,147.41894798216794,60.407579192867175,31.403789596433587,,
20.421,1.4378662109375,147.62856667337672,60.49142666935069,31.445713334675343,,
20.455,1.4378662109375,147.80627713341536,60.56251085336614,31.48125542668307,,
20.489,1.4378662109375,147.95249832343444,60.620999329373774,31.510499664686886,,
20.521,1.4378662109375,148.0667740861454,60.66670963445816,31.53335481722908,,
20.555,1.4378662109375,148.1504480959887,60.700179238395485,31.550089619197742,,
20.588,1.4378662109375,148.20305179696314,60.72122071878525,31.560610359392623,,
20.622,1.4378662109375,148.2254727062205,60.7301890824882,31.5650945412441,,
20.654,1.4378662109375,148.21767362762287,60.72706945104915,31.563534725524573,,
20.687,1.4378662109375,148.18012311717152,60.7120492468686,31.5560246234343,,
20.72,1.4378662109375,148.11367149588028,60.68546859835211,31.542734299176054,,
20.753,1.4378662109375,148.01831876374925,60.647327505499696,31.523663752749847,,
20.787,1.4378662109375,147.89450867935426,60.5978034717417,31.49890173587085,,
20.818,1.4378662109375,147.74262300770803,60.537049203083214,31.468524601541606,,
20.853,1.4378662109375,147.56317989966246,60.46527195986498,31.43263597993249,,
20.885,1.4378662109375,147.35609256422893,60.382437025691566,31.391218512845782,,
20.917,1.4378662109375,147.12226091727192,60.28890436690877,31.344452183454383,,
20.952,1.4378662109375,146.8617221549294,60.18468886197176,31.292344430985878,,
20.986,1.4378662109375,146.57485804221415,60.06994321688566,31.23497160844283,,
21.019,1.4378662109375,146.26253129885262,59.945012519541045,31.172506259770522,,
21.051,1.4378662109375,145.92387920511825,59.8095516820473,31.10477584102365,,
21.083,1.4378662109375,145.56020823931362,59.66408329572545,31.032041647862723,,
21.117,1.4378662109375,145.17154319886396,59.50861727954558,30.95430863977279,,
21.15,1.4378662109375,144.75827824749464,59.343311298997854,30.871655649498926,,
21.184,1.4378662109375,144.32000682276762,59.16800272910705,30.784001364553525,,
21.218,1.4378662109375,143.85801060556014,58.983204242224055,30.691602121112027,,
21.248,1.4378662109375,143.371377281295,58.788550912518005,30.594275456259002,,
21.284,1.4378662109375,142.86109355682535,58.58443742273014,30.49221871136507,,
21.316,1.4378662109375,142.32746680488793,58.37098672195517,30.385493360977584,,
21.348,1.4378662109375,141.76968390060668,58.14787356024267,30.273936780121335,,
21.381,1.4378662109375,141.18905132228423,57.91562052891369,30.157810264456845,,
21.413,1.4378662109375,140.58511291263196,57.67404516505278,30.03702258252639,,
21.445,1.4378662109375,139.95831243022573,57.42332497209029,29.911662486045145,,
21.479,1.4378662109375,139.30867467249092,57.163469868996366,29.781734934498182,,
21.513,1.4378662109375,138.6361748420022,56.894469936800874,29.647234968400436,,
