time_s,time_h,layer,x_m,temperature_C
540000.0,150.0,3,0.0013625,20.662290910208352
540000.0,150.0,3,0.001375,20.567281172215008
540000.0,150.0,3,0.0013875,20.472271434221593
540000.0,150.0,3,0.0014,20.377261696228114
576000.0,160.0,1,0.0,23.992699674602648
576000.0,160.0,1,2.9166666666666666e-05,23.992699640208656
576000.0,160.0,1,5.833333333333333e-05,23.992699605814277
576000.0,160.0,1,8.75e-05,23.992699571419536
576000.0,160.0,1,0.00011666666666666667,23.99269953702444
576000.0,160.0,1,0.00014583333333333332,23.99269950262899
576000.0,160.0,1,0.000175,23.99269946823321
576000.0,160.0,1,0.00020416666666666668,23.992699433837096
576000.0,160.0,1,0.00023333333333333333,23.992699399440667
576000.0,160.0,1,0.0002625,23.992699365043922
576000.0,160.0,1,0.00029166666666666664,23.99269933064689
576000.0,160.0,1,0.00032083333333333334,23.992699296249558
576000.0,160.0,1,0.00035,23.99269926185195
576000.0,160.0,1,0.00037916666666666665,23.99269922745407
576000.0,160.0,1,0.00040833333333333336,23.992699193055934
576000.0,160.0,1,0.0004375,23.992699158657544
576000.0,160.0,1,0.00046666666666666666,23.992699124258916
576000.0,160.0,1,0.0004958333333333334,23.992699089860057
576000.0,160.0,1,0.000525,23.992699055460978
576000.0,160.0,1,0.0005541666666666667,23.992699021061682
576000.0,160.0,1,0.0005833333333333333,23.992698986662184
576000.0,160.0,1,0.0006125,23.9926989522625
576000.0,160.0,1,0.0006416666666666667,23.992698917862636
576000.0,160.0,1,0.0006708333333333333,23.99269888346259
576000.0,160.0,1,0.0007,23.992698849062386
576000.0,160.0,2,0.0007166666666666667,23.990380765600534
576000.0,160.0,2,0.0007333333333333333,23.983426559771534
576000.0,160.0,2,0.00075,23.97183623157538
576000.0,160.0,2,0.0007666666666666667,23.95560978101209
576000.0,160.0,2,0.0007833333333333334,23.934747208081664
576000.0,160.0,2,0.0008,23.90924851278409
576000.0,160.0,2,0.0008166666666666667,23.879113695119386
576000.0,160.0,2,0.0008333333333333333,23.844342755087542
576000.0,160.0,2,0.0008500000000000001,23.804935692688574
576000.0,160.0,2,0.0008666666666666666,23.760892507922474
576000.0,160.0,2,0.0008833333333333333,23.712213200789247
576000.0,160.0,2,0.0009,23.658897771288892
576000.0,160.0,2,0.0009166666666666666,23.60094621942142
576000.0,160.0,2,0.0009333333333333333,23.538358545186817
576000.0,160.0,2,0.00095,23.471134748585097
576000.0,160.0,2,0.0009666666666666667,23.399274829616257
576000.0,160.0,2,0.0009833333333333335,23.322778788280296
576000.0,160.0,2,0.001,23.241646624577218
576000.0,160.0,2,0.0010166666666666666,23.155878338507026
576000.0,160.0,2,0.0010333333333333334,23.065473930069718
576000.0,160.0,2,0.00105,22.970433399265293
576000.0,160.0,2,0.0010666666666666667,22.870756746093758
576000.0,160.0,2,0.0010833333333333333,22.766443970555102
576000.0,160.0,2,0.0011,22.657495072649333
576000.0,160.0,3,0.0011125,22.562485335286517
576000.0,160.0,3,0.0011250000000000001,22.46747559792367
576000.0,160.0,3,0.0011375,22.372465860560798
576000.0,160.0,3,0.00115,22.277456123197894
576000.0,160.0,3,0.0011625000000000001,22.18244638583496
576000.0,160.0,3,0.001175,22.087436648472003
576000.0,160.0,3,0.0011875,21.992426911109018
576000.0,160.0,3,0.0012000000000000001,21.897417173745993
576000.0,160.0,3,0.0012125,21.80240743638295
576000.0,160.0,3,0.001225,21.70739769901987
576000.0,160.0,3,0.0012375,21.612387961656765
576000.0,160.0,3,0.00125,21.517378224293626
576000.0,160.0,3,0.0012625000000000002,21.422368486930466
576000.0,160.0,3,0.001275,21.327358749567274
576000.0,160.0,3,0.0012875,21.232349012204057
576000.0,160.0,3,0.0013,21.13733927484081
576000.0,160.0,3,0.0013125,21.04232953747753
576000.0,160.0,3,0.001325,20.94731980011423
576000.0,160.0,3,0.0013375000000000001,20.852310062750888
576000.0,160.0,3,0.00135,20.757300325387533
576000.0,160.0,3,0.0013625,20.662290588024142
576000.0,160.0,3,0.001375,20.567280850660723
576000.0,160.0,3,0.0013875,20.47227111329728
576000.0,160.0,3,0.0014,20.377261375933802
612000.0,170.0,1,0.0,23.99269891306877
612000.0,170.0,1,2.9166666666666666e-05,23.992698897847582
612000.0,170.0,1,5.833333333333333e-05,23.992698882626225
612000.0,170.0,1,8.75e-05,23.9926988674047
612000.0,170.0,1,0.00011666666666666667,23.992698852183025
612000.0,170.0,1,0.00014583333333333332,23.992698836961193
612000.0,170.0,1,0.000175,23.99269882173921
612000.0,170.0,1,0.00020416666666666668,23.992698806517083
612000.0,170.0,1,0.00023333333333333333,23.992698791294817
612000.0,170.0,1,0.0002625,23.992698776072412
612000.0,170.0,1,0.00029166666666666664,23.992698760849873
612000.0,170.0,1,0.00032083333333333334,23.992698745627212
612000.0,170.0,1,0.00035,23.99269873040442
612000.0,170.0,1,0.00037916666666666665,23.992698715181515
612000.0,170.0,1,0.00040833333333333336,23.99269869995849
612000.0,170.0,1,0.0004375,23.99269868473536
612000.0,170.0,1,0.00046666666666666666,23.992698669512116
612000.0,170.0,1,0.0004958333333333334,23.992698654288773
612000.0,170.0,1,0.000525,23.992698639065335
612000.0,170.0,1,0.0005541666666666667,23.992698623841797
612000.0,170.0,1,0.0005833333333333333,23.992698608618173
612000.0,170.0,1,0.0006125,23.99269859339447
612000.0,170.0,1,0.0006416666666666667,23.992698578170675
612000.0,170.0,1,0.0006708333333333333,23.99269856294681
612000.0,170.0,1,0.0007,23.99269854772287
612000.0,170.0,2,0.0007166666666666667,23.990380476428037
612000.0,170.0,2,0.0007333333333333333,23.983426282262187
612000.0,170.0,2,0.00075,23.971835965225328
612000.0,170.0,2,0.0007666666666666667,23.955609525317467
612000.0,170.0,2,0.0007833333333333334,23.934746962538597
612000.0,170.0,2,0.0008,23.909248276888725
612000.0,170.0,2,0.0008166666666666667,23.879113468367844
612000.0,170.0,2,0.0008333333333333333,23.844342536975965
612000.0,170.0,2,0.0008500000000000001,23.804935482713084
612000.0,170.0,2,0.0008666666666666666,23.7608923055792
612000.0,170.0,2,0.0008833333333333333,23.71221300557432
612000.0,170.0,2,0.0009,23.65889758269844
612000.0,170.0,2,0.0009166666666666666,23.600946036951562
612000.0,170.0,2,0.0009333333333333333,23.538358368333686
612000.0,170.0,2,0.00095,23.47113457684481
612000.0,170.0,2,0.0009666666666666667,23.39927466248494
612000.0,170.0,2,0.0009833333333333335,23.322778625254074
612000.0,170.0,2,0.001,23.24164646515221
612000.0,170.0,2,0.0010166666666666666,23.155878182179357
612000.0,170.0,2,0.0010333333333333334,23.06547377633551
612000.0,170.0,2,0.00105,22.97043324762066
612000.0,170.0,2,0.0010666666666666667,22.87075659603482
612000.0,170.0,2,0.0010833333333333333,22.766443821577987
612000.0,170.0,2,0.0011,22.65749492425016
612000.0,170.0,3,0.0011125,22.56248518716572
612000.0,170.0,3,0.0011250000000000001,22.467475450081267
612000.0,170.0,3,0.0011375,22.3724657129968
612000.0,170.0,3,0.00115,22.27745597591232
612000.0,170.0,3,0.0011625000000000001,22.182446238827833
612000.0,170.0,3,0.001175,22.087436501743326
612000.0,170.0,3,0.0011875,21.99242676465881
612000.0,170.0,3,0.0012000000000000001,21.897417027574285
612000.0,170.0,3,0.0012125,21.80240729048974
612000.0,170.0,3,0.001225,21.707397553405187
612000.0,170.0,3,0.0012375,21.61238781632062
612000.0,170.0,3,0.00125,21.51737807923604
612000.0,170.0,3,0.0012625000000000002,21.422368342151444
612000.0,170.0,3,0.001275,21.327358605066838
612000.0,170.0,3,0.0012875,21.23234886798222
612000.0,170.0,3,0.0013,21.13733913089759
612000.0,170.0,3,0.0013125,21.04232939381295
612000.0,170.0,3,0.001325,20.94731965672829
612000.0,170.0,3,0.0013375000000000001,20.85230991964362
612000.0,170.0,3,0.00135,20.75730018255894
612000.0,170.0,3,0.0013625,20.662290445474248
612000.0,170.0,3,0.001375,20.567280708389543
612000.0,170.0,3,0.0013875,20.472270971304823
612000.0,170.0,3,0.0014,20.377261234220093
648000.0,180.0,1,0.0,23.992698576106164
648000.0,180.0,1,2.9166666666666666e-05,23.992698569368535
648000.0,180.0,1,5.833333333333333e-05,23.992698562630828
648000.0,180.0,1,8.75e-05,23.992698555893057
648000.0,180.0,1,0.00011666666666666667,23.99269854915521
648000.0,180.0,1,0.00014583333333333332,23.992698542417298
648000.0,180.0,1,0.000175,23.992698535679317
648000.0,180.0,1,0.00020416666666666668,23.992698528941272
648000.0,180.0,1,0.00023333333333333333,23.992698522203167
648000.0,180.0,1,0.0002625,23.992698515464998
648000.0,180.0,1,0.00029166666666666664,23.99269850872677
648000.0,180.0,1,0.00032083333333333334,23.992698501988485
648000.0,180.0,1,0.00035,23.992698495250153
648000.0,180.0,1,0.00037916666666666665,23.992698488511763
648000.0,180.0,1,0.00040833333333333336,23.992698481773317
648000.0,180.0,1,0.0004375,23.992698475034828
648000.0,180.0,1,0.00046666666666666666,23.992698468296293
648000.0,180.0,1,0.0004958333333333334,23.99269846155771
648000.0,180.0,1,0.000525,23.99269845481908
648000.0,180.0,1,0.0005541666666666667,23.99269844808041
648000.0,180.0,1,0.0005833333333333333,23.992698441341705
648000.0,180.0,1,0.0006125,23.992698434602964
648000.0,180.0,1,0.0006416666666666667,23.99269842786418
648000.0,180.0,1,0.0006708333333333333,23.992698421125368
648000.0,180.0,1,0.0007,23.99269841438652
648000.0,180.0,2,0.0007166666666666667,23.990380348475327
648000.0,180.0,2,0.0007333333333333333,23.98342615947018
648000.0,180.0,2,0.00075,23.971835847371075
