扫描速率（K/min）,潜热（kJ/kg）,时间（s）,贴身侧温度（℃）,界面12温度（℃）,功能层平均温度（℃）,界面23温度（℃）,外表面温度（℃）,固化进度
2.0,611.5637399999999,233.5,21.74276535877816,21.222176659214494,20.68675679253934,19.796003053988237,17.66187810916712,0.43326775689338465
2.0,611.5637399999999,233.75,21.739367965275882,21.218683203801127,20.68327386572521,19.792568978494398,17.658594315336284,0.4338451363235752
2.0,611.5637399999999,234.0,21.735971191187723,21.215190255804153,20.679791410913722,19.789135379927423,17.655311043991652,0.4344226182350465
2.0,611.5637399999999,234.25,21.73257503059304,21.211697814187318,20.676309428614417,19.78570225719222,17.65202828639498,0.43500002188676523
2.0,611.5637399999999,234.5,21.729179476517007,21.20820587815204,20.672827919151963,19.782269609456982,17.648746031048216,0.4355773471942489
2.0,611.5637399999999,234.75,21.725784520990093,21.204714446960153,20.669346882777983,19.77883743590068,17.645464267836168,0.43615459410366564
2.0,611.5637399999999,235.0,21.722390155786076,21.20122351989921,20.665866319694963,19.775405735686867,17.642182988439775,0.4367317625732959
2.0,611.5637399999999,235.25,21.71899637288855,21.197733096268554,20.66238623006779,19.771974507980246,17.638902186064435,0.4373088525695665
2.0,611.5637399999999,235.5,21.715603164698344,21.194243175372396,20.65890661403098,19.76854375196534,17.635621855140492,0.43788586406513896
2.0,611.5637399999999,235.75,21.71221052410529,21.190753756516852,20.65542747169384,19.765113466859383,17.632341991076444,0.43846279703770935
2.0,611.5637399999999,236.0,21.708818444497073,21.187264839009487,20.65194880314438,19.76168365191966,17.629062590064045,0.43903965146915436
2.0,611.5637399999999,236.25,21.7054269197389,21.183776385004613,20.648470566080405,19.758254270531285,17.62578364865835,0.4396164802369443
2.0,611.5637399999999,236.5,21.702035943959174,21.180288367766643,20.64499273138352,19.754825296784357,17.622505160402916,0.44019327426046245
2.0,611.5637399999999,236.75,21.69864551069976,21.17680078642369,20.641515299506416,19.751396729757815,17.619227114863616,0.44077000155968094
2.0,611.5637399999999,237.0,21.69525561242725,21.17331364024629,20.638038270776498,19.747968568655814,17.61594950112663,0.4413466620595304
2.0,611.5637399999999,237.25,21.691866240990535,21.169826928547135,20.634561645460206,19.74454081267752,17.6126723099247,0.441923255705717
2.0,611.5637399999999,237.5,21.688477388228524,21.166340650657283,20.631085423780423,19.74111346101462,17.60939553367085,0.4424997824540573
2.0,611.5637399999999,237.75,21.685089046303602,21.162854805915767,20.627609605925826,19.737686512869608,17.60611916616493,0.4430762422675908
2.0,611.5637399999999,238.0,21.681701207838596,21.159369393664672,20.624134192057117,19.734259967471726,17.602843202317526,0.44365263511502906
2.0,611.5637399999999,238.25,21.678313865955513,21.15588441324749,20.620659182311556,19.730833824087117,17.599567637927215,0.4442289609697234
2.0,611.5637399999999,238.5,21.674927014268604,21.152399839505424,20.617184548860628,19.72740805833671,17.596292469329175,0.44480520866131423
2.0,611.5637399999999,238.75,21.671540646736755,21.148915632657566,20.613710247531557,19.723982631698664,17.59301769095342,0.44538137621157886
2.0,611.5637399999999,239.0,21.66815475698459,21.145431791804672,20.610236278854146,19.720557543200417,17.58974329282868,0.44595748868903096
2.0,611.5637399999999,239.25,21.664769337561477,21.141948316229712,20.60676264320677,19.717132792052535,17.586469263599216,0.44653354600581807
2.0,611.5637399999999,239.5,21.66138438024514,21.138465205265152,20.60328934090077,19.71370837746745,17.58319559348972,0.44710954809919723
2.0,611.5637399999999,239.75,21.657999876710175,21.134982458264464,20.599816372200774,19.710284298647426,17.5799222744891,0.44768549491754245
2.0,611.5637399999999,240.0,21.65461581891937,21.13150007459022,20.59634373733513,19.706860554802414,17.576649300059053,0.4482613864169717
2.0,611.5637399999999,240.25,21.651232199290494,21.12801805360837,20.592871436502616,19.703437145167307,17.573376664842492,0.44883722255962094
2.0,611.5637399999999,240.5,21.647849010748402,21.124536394686057,20.58939946987738,19.700014069013307,17.570104364426296,0.44941300331252787
2.0,611.5637399999999,240.75,21.64446624672465,21.12105509719171,20.585927837612626,19.696591325654097,17.566832395154197,0.44998872864681533
2.0,611.5637399999999,241.0,21.641083901132667,21.117574121341736,20.582456495185845,19.693168876596395,17.563560753698432,0.45056431014011894
2.0,611.5637399999999,241.25,21.637701968141425,21.114093439851782,20.57898541287358,19.689746695393083,17.560289433519795,0.45113978388415354
2.0,611.5637399999999,241.5,21.634320441284697,21.11061305188886,20.575514591191677,19.68632478115621,17.55701842392322,0.4517152145068088
2.0,611.5637399999999,241.75,21.63093931296196,21.107132956766975,20.57204403052722,19.682903133124956,17.55374771372286,0.4522906019225678
2.0,611.5637399999999,242.0,21.627558574921025,21.103653153843805,20.568573731204605,19.679481750531803,17.55047729342997,0.4528659460672612
