时间（s）,层号,距人体侧位置（m）,温度（℃）
210.0,3,0.0012000000000000001,16.493896702979345
210.0,3,0.0012100000000000001,16.428474147338363
210.0,3,0.0012200000000000002,16.362922874784253
210.0,3,0.00123,16.297243535622155
210.0,3,0.00124,16.231435882513903
210.0,3,0.00125,16.165500174245103
210.0,3,0.00126,16.09943698765694
210.0,3,0.00127,16.03324614815489
210.0,3,0.00128,15.966927890201106
210.0,3,0.0012900000000000001,15.90048273998758
210.0,3,0.0013,15.833910563995927
210.0,3,0.00131,15.767211577510345
210.0,3,0.00132,15.700386269498233
210.0,3,0.00133,15.633434527996974
210.0,3,0.00134,15.566356550688852
210.0,3,0.00135,15.49915279806336
210.0,3,0.00136,15.431823166308002
210.0,3,0.0013700000000000001,15.364367835670542
210.0,3,0.0013800000000000002,15.296787244753109
210.0,3,0.0013900000000000002,15.229081287993726
210.0,3,0.0014,15.161250127984944
220.0,1,0.0,18.82396863808747
220.0,1,2.3333333333333332e-05,18.805088970931703
220.0,1,4.6666666666666665e-05,18.785870255080134
220.0,1,7e-05,18.76631212312192
220.0,1,9.333333333333333e-05,18.74641493304759
220.0,1,0.00011666666666666667,18.726177579845068
220.0,1,0.00014,18.705599656922775
220.0,1,0.00016333333333333334,18.68468152511359
220.0,1,0.00018666666666666666,18.66342202697639
220.0,1,0.00020999999999999998,18.64182071427284
220.0,1,0.00023333333333333333,18.61987797372093
220.0,1,0.00025666666666666665,18.597592573578535
220.0,1,0.00028,18.574964018971336
220.0,1,0.0003033333333333333,18.551992753739082
220.0,1,0.0003266666666666667,18.528677443153494
220.0,1,0.00035,18.5050175361752
220.0,1,0.0003733333333333333,18.481013581001505
220.0,1,0.00039666666666666664,18.4566640984482
220.0,1,0.00041999999999999996,18.431968462288694
220.0,1,0.00044333333333333334,18.406927405483042
220.0,1,0.00046666666666666666,18.381539238426075
220.0,1,0.00049,18.355803216575875
220.0,1,0.0005133333333333333,18.329720415565543
220.0,1,0.0005366666666666666,18.303288818878034
