衣料初温（℃）,时间（s）,贴身侧温度（℃）
30.0,6.0,29.87902791563911
30.0,6.25,29.8447532627422
30.0,6.5,29.808836500409388
30.0,6.75,29.7713803084507
30.0,7.0,29.732482823400836
30.0,7.25,29.692237469346576
30.0,7.5,29.650732901788487
30.0,7.75,29.608053034852112
30.0,8.0,29.56427712890815
30.0,8.25,29.51947992096502
30.0,8.5,29.473731784346086
30.0,8.75,29.427098907397028
30.0,9.0,29.37964348347894
30.0,9.25,29.33142390644662
30.0,9.5,29.282494967311496
30.0,9.75,29.232908048943457
30.0,10.0,29.182711316551536
30.0,10.25,29.131949902360756
30.0,10.5,29.080666083417412
30.0,10.75,29.028899451845426
30.0,11.0,28.976687077169714
30.0,11.25,28.924063660541425
30.0,11.5,28.871061680861303
30.0,11.75,28.817711532914913
30.0,12.0,28.764041657717158
30.0,12.25,28.71007866532159
30.0,12.5,28.655847450388475
30.0,12.75,28.60137130082931
30.0,13.0,28.546671999858216
30.0,13.25,28.49176992178515
30.0,13.5,28.436684121884234
30.0,13.75,28.381432420664567
30.0,14.0,28.3260314828621
30.0,14.25,28.2704968914596
30.0,14.5,28.21484321702976
30.0,14.75,28.15908408268258
30.0,15.0,28.10323222488509
30.0,15.25,28.047299550406983
30.0,15.5,27.99129718963259
30.0,15.75,27.935235546465872
30.0,16.0,27.879124345042232
30.0,16.25,27.822972673448376
30.0,16.5,27.766789082515423
30.0,16.75,27.710587874184398
30.0,17.0,27.65441263134394
30.0,17.25,27.59833516757353
30.0,17.5,27.542437378166156
30.0,17.75,27.4867993226906
30.0,18.0,27.431493084180868
30.0,18.25,27.37658054215707
30.0,18.5,27.32211451108908
30.0,18.75,27.26814006155503
30.0,19.0,27.214695236679912
30.0,19.25,27.16181137812984
30.0,19.5,27.109514428997823
30.0,19.75,27.0578256119571
30.0,20.0,27.006762020800547
30.0,20.25,26.956337555233002
30.0,20.5,26.906563312403787
30.0,20.75,26.857447655713873
30.0,21.0,26.808996727040384
30.0,21.25,26.76121467276544
30.0,21.5,26.714103816224675
30.0,21.75,26.667664536992778
30.0,22.0,26.621895439739454
30.0,22.25,26.576794004138677
30.0,22.5,26.532357164483336
30.0,22.75,26.488581237258714
30.0,23.0,26.44546172393631
30.0,23.25,26.402993581275105
30.0,23.5,26.361170819372237
30.0,23.75,26.31998676429212
30.0,24.0,26.279433889367418
30.0,24.25,26.2395037418442
30.0,24.5,26.20018743111815
30.0,24.75,26.16147619014991
30.0,25.0,26.123361396116543
30.0,25.25,26.085834124678563
30.0,25.5,26.04888502135361
30.0,25.75,26.012504196528585
30.0,26.0,25.976681986887133
30.0,26.25,25.94140880992335
30.0,26.5,25.906674743477623
30.0,26.75,25.872469588577264
30.0,27.0,25.838783109390924
30.0,27.25,25.805605375374153
30.0,27.5,25.772926748154877
30.0,27.75,25.740737561710855
30.0,28.0,25.70902786331284
30.0,28.25,25.677787485397182
30.0,28.5,25.647006657920638
30.0,28.75,25.61667590682352
30.0,29.0,25.5867856921968
30.0,29.25,25.557326879486958
30.0,29.5,25.52829061816009
30.0,29.75,25.49966803911971
30.0,30.0,25.471450402064676
30.0,30.25,25.443629171615413
30.0,30.5,25.416195891145964
30.0,30.75,25.38914204996997
30.0,31.0,25.362459119316476
30.0,31.25,25.336138592577694
30.0,31.5,25.310172003362766
30.0,31.75,25.28455123287533
30.0,32.0,25.259268649541205
30.0,32.25,25.234316540325764
30.0,32.5,25.20968700964854
30.0,32.75,25.185372422181228
30.0,33.0,25.16136568024939
30.0,33.25,25.137660195874357
30.0,33.5,25.114249527025603
30.0,33.75,25.091127225535313
30.0,34.0,25.068287006671323
30.0,34.25,25.04572285851153
30.0,34.5,25.023429008251878
30.0,34.75,25.00139963592104
30.0,35.0,24.979628794828713
30.0,35.25,24.95811084002738
30.0,35.5,24.936840540402002
30.0,35.75,24.915812664435702
30.0,36.0,24.895021844333375
30.0,36.25,24.874462697022718
30.0,36.5,24.85412991205351
30.0,36.75,24.834018305353926
30.0,37.0,24.814122899548188
30.0,37.25,24.79443904219473
30.0,37.5,24.774962293345084
30.0,37.75,24.755688216092558
30.0,38.0,24.736612382424212
30.0,38.25,24.717730490688
30.0,38.5,24.699038362279364
30.0,38.75,24.680531863872822
30.0,39.0,24.662206901340387
30.0,39.25,24.64405945760316
30.0,39.5,24.626085681172277
30.0,39.75,24.608282149863417
30.0,40.0,24.590645773140906
30.0,40.25,24.57317329468862
30.0,40.5,24.55586121452616
30.0,40.75,24.53870604452836
30.0,41.0,24.52170444219662
30.0,41.25,24.50485317069058
30.0,41.5,24.488149038035207
30.0,41.75,24.471588876601032
30.0,42.0,24.455169528744502
30.0,42.25,24.43888790235717
30.0,42.5,24.42274113366679
30.0,42.75,24.406726602392023
30.0,43.0,24.390841777492106
30.0,43.25,24.375084117665647
30.0,43.5,24.3594511180402
30.0,43.75,24.34394041660001
30.0,44.0,24.328549784693006
30.0,44.25,24.313277031452447
30.0,44.5,24.298119964176536
30.0,44.75,24.28307637701844
30.0,45.0,24.268144048888047
30.0,45.25,24.25332079064952
30.0,45.5,24.23860454904218
30.0,45.75,24.223993401714605
30.0,46.0,24.20948544999168
30.0,46.25,24.19507875832996
30.0,46.5,24.18077137506346
30.0,46.75,24.16656136607058
30.0,47.0,24.152446843724686
30.0,47.25,24.138426015540844
30.0,47.5,24.12449722357979
30.0,47.75,24.110658904852556
30.0,48.0,24.09690948369652
30.0,48.25,24.083247348084253
30.0,48.5,24.069670896512896
30.0,48.75,24.056178585193166
30.0,49.0,24.04276894027967
30.0,49.25,24.029440564364762
30.0,49.5,24.01619213662221
30.0,49.75,24.00302237880748
30.0,50.0,23.98992997401082
30.0,50.25,23.97691356050123
30.0,50.5,23.963971770355556
30.0,50.75,23.95110325172244
30.0,51.0,23.93830668435978
30.0,51.25,23.925580798534124
30.0,51.5,23.91292438974942
30.0,51.75,23.900336311898677
30.0,52.0,23.887815459346303
30.0,52.25,23.87536075568272
30.0,52.5,23.862971155569888
30.0,52.75,23.850645660483256
30.0,53.0,23.83838332172231
30.0,53.25,23.826183221046286
30.0,53.5,23.814044429953825
30.0,53.75,23.80196600450482
30.0,54.0,23.78994698697509
30.0,54.25,23.777986376744444
30.0,54.5,23.766083143867093
30.0,54.75,23.75423628004481
30.0,55.0,23.742444871258076
30.0,55.25,23.730708100038527
30.0,55.5,23.719025198332027
30.0,55.75,23.707395400175805
30.0,56.0,23.695817935005415
30.0,56.25,23.684292045686437
30.0,56.5,23.672817007102605
30.0,56.75,23.66139212399028
30.0,57.0,23.650016702677387
30.0,57.25,23.63869001453647
30.0,57.5,23.627411303617013
30.0,57.75,23.616179810936266
30.0,58.0,23.604994784686998
30.0,58.25,23.593855488384612
30.0,58.5,23.58276121947674
30.0,58.75,23.571711356090248
30.0,59.0,23.56070535543077
30.0,59.25,23.549742704720522
30.0,59.5,23.538822844624224
30.0,59.75,23.527945163370983
30.0,60.0,23.51710903689614
30.0,60.25,23.506313872421835
30.0,60.5,23.495559122477253
30.0,60.75,23.484844270611717
30.0,61.0,23.474168802325725
30.0,61.25,23.463532193626172
30.0,61.5,23.452933920737856
30.0,61.75,23.44237347478664
30.0,62.0,23.43185037002449
30.0,62.25,23.42136414042264
30.0,62.5,23.410914324000977
30.0,62.75,23.400500447772878
30.0,63.0,23.39012203190284
30.0,63.25,23.379778594290872
30.0,63.5,23.369469640517405
30.0,63.75,23.359194669282168
30.0,64.0,23.348953187200138
30.0,64.25,23.338744720985673
30.0,64.5,23.32856882171105
30.0,64.75,23.31842506188163
30.0,65.0,23.30831302844798
30.0,65.25,23.298232316725056
30.0,65.5,23.288182530771785
30.0,65.75,23.278163284017513
30.0,66.0,23.268174194249518
30.0,66.25,23.258214884394494
30.0,66.5,23.248284983634562
30.0,66.75,23.238384116490572
30.0,67.0,23.228511898635166
30.0,67.25,23.218667946068507
30.0,67.5,23.208851889638105
30.0,67.75,23.199063391556248
30.0,68.0,23.189302144414516
30.0,68.25,23.17956785762329
30.0,68.5,23.169860235755475
30.0,68.75,23.160178972913492
30.0,69.0,23.150523759448685
30.0,69.25,23.140894280857545
30.0,69.5,23.131290211795946
30.0,69.75,23.12171122200257
30.0,70.0,23.11215698670202
30.0,70.25,23.102627194468937
30.0,70.5,23.09312154984729
30.0,70.75,23.083639771677262
30.0,71.0,23.074181588403103
30.0,71.25,23.064746732047656
30.0,71.5,23.05533493849995
30.0,71.75,23.045945951170054
30.0,72.0,23.03657952481902
30.0,72.25,23.027235426711833
30.0,72.5,23.017913434118544
30.0,72.75,23.008613325997537
30.0,73.0,22.99933487099281
30.0,73.25,22.990077829656332
30.0,73.5,22.98084196208633
30.0,73.75,22.97162702867813
30.0,74.0,22.96243279042166
30.0,74.25,22.95325901241247
30.0,74.5,22.94410546752661
30.0,74.75,22.934971939507488
30.0,75.0,22.92585822311184
30.0,75.25,22.91676411999869
30.0,75.5,22.907689424904675
30.0,75.75,22.89863391513235
30.0,76.0,22.889597357302694
30.0,76.25,22.8805795172997
30.0,76.5,22.87158016203513
30.0,76.75,22.862599060592043
30.0,77.0,22.85363598785064
30.0,77.25,22.844690729158916
30.0,77.5,22.835763088506017
30.0,77.75,22.826852888983723
30.0,78.0,22.817959967094566
30.0,78.25,22.809084165779748
30.0,78.5,22.800225328117495
30.0,78.75,22.791383297376736
30.0,79.0,22.782557916621638
30.0,79.25,22.773749016978208
30.0,79.5,22.764956413144503
30.0,79.75,22.756179912017373
30.0,80.0,22.7474193218605
30.0,80.25,22.738674457229408
30.0,80.5,22.729945140896824
30.0,80.75,22.72123120420393
30.0,81.0,22.712532485335455
30.0,81.25,22.70384882364134
30.0,81.5,22.69518005940233
30.0,81.75,22.686526036656744
30.0,82.0,22.677886602804236
30.0,82.25,22.66926160509567
30.0,82.5,22.660650891614896
30.0,82.75,22.652054313892116
30.0,83.0,22.643471725769658
30.0,83.25,22.634902980858662
30.0,83.5,22.62634793407615
30.0,83.75,22.617806443115853
30.0,84.0,22.609278363508146
30.0,84.25,22.600763544850263
30.0,84.5,22.59226183460493
30.0,84.75,22.583773082543853
30.0,85.0,22.575297140104464
30.0,85.25,22.566833859292025
30.0,85.5,22.558383094880146
30.0,85.75,22.54994470751604
30.0,86.0,22.541518567313325
30.0,86.25,22.533104555620803
30.0,86.5,22.52470256339953
30.0,86.75,22.516312487804235
30.0,87.0,22.507934226314255
30.0,87.25,22.499567674765075
30.0,87.5,22.491212729561312
30.0,87.75,22.482869287532026
30.0,88.0,22.474537238051486
30.0,88.25,22.466216463402166
30.0,88.5,22.457906844900972
30.0,88.75,22.449608266610895
30.0,89.0,22.441320615985177
30.0,89.25,22.433043784505262
30.0,89.5,22.4247776682268
30.0,89.75,22.4165221659412
30.0,90.0,22.408277174805356
30.0,90.25,22.400042590936636
30.0,90.5,22.391818310993077
30.0,90.75,22.38360422518946
30.0,91.0,22.375400206559032
30.0,91.25,22.367206115501855
30.0,91.5,22.359021810311322
30.0,91.75,22.35084715700632
30.0,92.0,22.34268204575076
30.0,92.25,22.334526391493267
30.0,92.5,22.326380122893536
30.0,92.75,22.318243166486543
30.0,93.0,22.310115431431917
30.0,93.25,22.301996812357487
30.0,93.5,22.293887199188728
30.0,93.75,22.285786481418548
30.0,94.0,22.277694547086234
30.0,94.25,22.269611284545082
30.0,94.5,22.261536585668747
30.0,94.75,22.253470346885713
30.0,95.0,22.245412467365195
30.0,95.25,22.23736284914462
30.0,95.5,22.229321398524892
30.0,95.75,22.221288024923968
30.0,96.0,22.213262633949245
30.0,96.25,22.20524512731752
30.0,96.5,22.19723540741773
30.0,96.75,22.189233380171718
30.0,97.0,22.181238955908235
30.0,97.25,22.17325204961311
30.0,97.5,22.165272581072017
30.0,97.75,22.157300473704687
30.0,98.0,22.14933564992736
30.0,98.25,22.141378030165964
30.0,98.5,22.13342753547002
30.0,98.75,22.125484088040434
30.0,99.0,22.117547605765484
30.0,99.25,22.1096180017464
30.0,99.5,22.101695188544944
30.0,99.75,22.093779080121433
30.0,100.0,22.08586958794995
30.0,100.25,22.07796662010561
30.0,100.5,22.07007008474529
30.0,100.75,22.062179892342087
30.0,101.0,22.05429595308681
30.0,101.25,22.046418174434617
30.0,101.5,22.038546463438948
30.0,101.75,22.030680730028124
30.0,102.0,22.02282088841327
30.0,102.25,22.01496685693796
30.0,102.5,22.007118558209896
30.0,102.75,21.999275919245136
30.0,103.0,21.99143886960677
30.0,103.25,21.983607336712954
30.0,103.5,21.975781246212065
30.0,103.75,21.967960524855155
30.0,104.0,21.96014509946222
30.0,104.25,21.952334890263234
30.0,104.5,21.944529811971577
30.0,104.75,21.93672977920159
30.0,105.0,21.928934709498584
30.0,105.25,21.921144523621525
30.0,105.5,21.913359145565224
30.0,105.75,21.905578503192263
30.0,106.0,21.897802527072123
30.0,106.25,21.890031143979577
30.0,106.5,21.882264275381655
30.0,106.75,21.87450184147626
30.0,107.0,21.866743764135084
30.0,107.25,21.85898996571149
30.0,107.5,21.851240367404625
30.0,107.75,21.84349489097304
30.0,108.0,21.835753460700673
30.0,108.25,21.82801600194991
30.0,108.5,21.820282437971766
30.0,108.75,21.812552691179516
30.0,109.0,21.804826685987756
30.0,109.25,21.797104348550643
30.0,109.5,21.789385602798184
30.0,109.75,21.781670371173583
30.0,110.0,21.773958577934984
30.0,110.25,21.766250149720438
30.0,110.5,21.758545011056967
30.0,110.75,21.750843084385608
30.0,111.0,21.743144293443557
30.0,111.25,21.735448564204635
30.0,111.5,21.727755820793075
30.0,111.75,21.72006598521005
30.0,112.0,21.71237898054247
30.0,112.25,21.70469473246557
30.0,112.5,21.697013166437618
30.0,112.75,21.689334205549816
30.0,113.0,21.681657772666984
30.0,113.25,21.673983792802638
30.0,113.5,21.666312191844217
30.0,113.75,21.65864289372742
30.0,114.0,21.650975821836337
30.0,114.25,21.643310901893518
30.0,114.5,21.635648061678385
30.0,114.75,21.627987225042734
30.0,115.0,21.620328312285196
30.0,115.25,21.61267124451539
30.0,115.5,21.605015945222984
30.0,115.75,21.597362337144865
30.0,116.0,21.589710342430084
30.0,116.25,21.582059885387558
30.0,116.5,21.57441089334107
30.0,116.75,21.566763293316193
30.0,117.0,21.559117010056177
30.0,117.25,21.551471968254162
30.0,117.5,21.543828094791177
30.0,117.75,21.536185316948345
30.0,118.0,21.52854355796623
30.0,118.25,21.520902738475222
30.0,118.5,21.513262780416166
30.0,118.75,21.50562360787846
30.0,119.0,21.49798514360549
30.0,119.25,21.490347309537814
30.0,119.5,21.48271002981397
30.0,119.75,21.475073230804014
30.0,120.0,21.46743683465992
30.0,120.25,21.45980075721704
30.0,120.5,21.452164912307055
30.0,120.75,21.44452921578408
30.0,121.0,21.436893586779455
30.0,121.25,21.42925794808187
30.0,121.5,21.421622226756764
30.0,121.75,21.41398635383049
30.0,122.0,21.40635025876633
30.0,122.25,21.398713858462074
30.0,122.5,21.391077059126065
30.0,122.75,21.383439764590815
30.0,123.0,21.37580188145707
30.0,123.25,21.36816332140466
30.0,123.5,21.360524001920563
30.0,123.75,21.35288384628218
30.0,124.0,21.345242781769205
30.0,124.25,21.337600733506324
30.0,124.5,21.329957623824807
30.0,124.75,21.322313375756224
30.0,125.0,21.31466791450533
30.0,125.25,21.307021164221833
30.0,125.5,21.299373046084575
30.0,125.75,21.2917234807823
30.0,126.0,21.284072390291232
30.0,126.25,21.27641969231178
30.0,126.5,21.26876529083254
30.0,126.75,21.261109079449348
30.0,127.0,21.253450950218987
30.0,127.25,21.24579080003632
30.0,127.5,21.238128534238985
30.0,127.75,21.23046406666959
30.0,128.0,21.22279731802449
30.0,128.25,21.215128210723744
30.0,128.5,21.207456656955834
30.0,128.75,21.199782559150947
30.0,129.0,21.192105817617847
30.0,129.25,21.18442633540098
30.0,129.5,21.176744020542454
30.0,129.75,21.16905878677778
30.0,130.0,21.161370553467364
30.0,130.25,21.15367924334177
30.0,130.5,21.145984774226477
30.0,130.75,21.138287056732146
30.0,131.0,21.13058599892568
30.0,131.25,21.122881510247694
30.0,131.5,21.115173501781715
30.0,131.75,21.10746188614119
30.0,132.0,21.0997465787305
30.0,132.25,21.092027497519
30.0,132.5,21.084304555879427
30.0,132.75,21.07657765401231
30.0,133.0,21.068846682605503
30.0,133.25,21.06111153105424
30.0,133.5,21.053372093274696
30.0,133.75,21.045628270948978
30.0,134.0,21.03787997358403
30.0,134.25,21.030127116869423
30.0,134.5,21.022369617823095
30.0,134.75,21.014607385536646
30.0,135.0,21.006840321950435
30.0,135.25,20.99906832791986
30.0,135.5,20.99129130653388
30.0,135.75,20.983509163383527
30.0,136.0,20.975721807172146
30.0,136.25,20.96792915064195
30.0,136.5,20.960131107375744
30.0,136.75,20.952327577711987
30.0,137.0,20.944518446712692
30.0,137.25,20.93670359307211
30.0,137.5,20.928882897321152
30.0,137.75,20.921056249440838
30.0,138.0,20.91322355045744
30.0,138.25,20.905384710027587
30.0,138.5,20.897539643185493
30.0,138.75,20.88968826451369
30.0,139.0,20.88183048605441
30.0,139.25,20.873966219574402
30.0,139.5,20.866095377175068
30.0,139.75,20.858217864775188
30.0,140.0,20.850333578248527
30.0,140.25,20.842442407916256
30.0,140.5,20.83454424428247
30.0,140.75,20.82663898141043
30.0,141.0,20.81872651834154
30.0,141.25,20.81080675924377
30.0,141.5,20.80287961246854
30.0,141.75,20.794944987121163
30.0,142.0,20.78700279005131
30.0,142.25,20.779052927124653
30.0,142.5,20.77109530464366
30.0,142.75,20.763129824803492
30.0,143.0,20.755156379232123
30.0,143.25,20.747174851927557
30.0,143.5,20.739185124398112
30.0,143.75,20.731187072939743
30.0,144.0,20.72318056349936
30.0,144.25,20.715165455468835
30.0,144.5,20.70714161071631
30.0,144.75,20.699108908022097
30.0,145.0,20.69106725080635
30.0,145.25,20.68301656131841
30.0,145.5,20.674956769449768
30.0,145.75,20.666887793487724
30.0,146.0,20.658809523717636
30.0,146.25,20.650721828574078
30.0,146.5,20.642624569965733
30.0,146.75,20.634517619238498
30.0,147.0,20.62640086450995
30.0,147.25,20.618274207401047
30.0,147.5,20.610137557278296
30.0,147.75,20.601990825618632
30.0,148.0,20.593833923214433
30.0,148.25,20.585666760698224
30.0,148.5,20.57748924635581
30.0,148.75,20.569301272452698
30.0,149.0,20.561102709575817
30.0,149.25,20.552893415285055
30.0,149.5,20.544673247039388
30.0,149.75,20.536442080163482
30.0,150.0,20.528199810407756
30.0,150.25,20.519946346222394
30.0,150.5,20.511681602260673
30.0,150.75,20.503405494056892
30.0,151.0,20.49511793656108
30.0,151.25,20.48681884452473
30.0,151.5,20.478508129517984
30.0,151.75,20.470185691370293
30.0,152.0,20.461851419203164
30.0,152.25,20.45350519767603
30.0,152.5,20.44514691023216
30.0,152.75,20.436776439983344
30.0,153.0,20.428393670791536
30.0,153.25,20.419998488154675
30.0,153.5,20.41159077891925
30.0,153.75,20.40317043095511
30.0,154.0,20.394737333511923
30.0,154.25,20.38629137957611
30.0,154.5,20.377832473649242
30.0,154.75,20.369360532503126
30.0,155.0,20.360875479873936
30.0,155.25,20.352377239555125
30.0,155.5,20.343865725026053
30.0,155.75,20.335340839064223
30.0,156.0,20.326802481062828
30.0,156.25,20.318250560835704
30.0,156.5,20.309685011241477
30.0,156.75,20.301105783770645
30.0,157.0,20.292512835789946
30.0,157.25,20.283906113085553
30.0,157.5,20.275285538897556
30.0,157.75,20.26665101880619
30.0,158.0,20.25800245229056
30.0,158.25,20.249339748408282
30.0,158.5,20.24066282931464
30.0,158.75,20.231971624270592
30.0,159.0,20.223266061937466
30.0,159.25,20.214546061817813
30.0,159.5,20.205811534143344
30.0,159.75,20.19706238749189
30.0,160.0,20.188298546804447
30.0,160.25,20.179519963232153
30.0,160.5,20.17072660588954
30.0,160.75,20.161918447145666
30.0,161.0,20.153095442514775
30.0,161.25,20.144257525138215
30.0,161.5,20.135404614327168
30.0,161.75,20.12653662925508
30.0,162.0,20.117653502698744
30.0,162.25,20.10875518013182
30.0,162.5,20.099841613094096
30.0,162.75,20.090912757919895
30.0,163.0,20.081968574995848
30.0,163.25,20.073009026009053
30.0,163.5,20.06403407576309
30.0,163.75,20.055043704388925
30.0,164.0,20.046037905942615
30.0,164.25,20.03701667737932
30.0,164.5,20.027980004845578
30.0,164.75,20.018927852344284
30.0,165.0,20.009860164478606
30.0,165.25,20.000776878437986
30.0,165.5,19.991677944654334
30.0,165.75,19.982563330169626
30.0,166.0,19.97343300809372
30.0,166.25,19.96428694279416
30.0,166.5,19.955125078040727
30.0,166.75,19.94594734057995
30.0,167.0,19.936753660631073
30.0,167.25,19.927544011220398
30.0,167.5,19.918318407564243
30.0,167.75,19.909076883342575
30.0,168.0,19.899819474170492
30.0,168.25,19.890546209384294
30.0,168.5,19.881257109542915
30.0,168.75,19.871952182870665
30.0,169.0,19.862631413671718
30.0,169.25,19.853294763470423
30.0,169.5,19.843942187930704
30.0,169.75,19.834573675410738
30.0,170.0,19.825189257873884
30.0,170.25,19.815788991851914
30.0,170.5,19.80637293994327
30.0,170.75,19.79694116069735
30.0,171.0,19.787493704572505
30.0,171.25,19.77803061694534
30.0,171.5,19.768551954399484
30.0,171.75,19.759057787838124
30.0,172.0,19.749548194209897
30.0,172.25,19.74002325737431
30.0,172.5,19.730483075588886
30.0,172.75,19.720927755721075
30.0,173.0,19.711357397028152
30.0,173.25,19.70177206255704
30.0,173.5,19.692171770772273
30.0,173.75,19.682556512296028
30.0,174.0,19.672926277825578
30.0,174.25,19.663281073685933
30.0,174.5,19.65362092010077
30.0,174.75,19.643945857307497
30.0,175.0,19.634255958569547
30.0,175.25,19.624551320749323
30.0,175.5,19.614832044877556
30.0,175.75,19.605098218580316
30.0,176.0,19.59534991121601
30.0,176.25,19.58558718379977
30.0,176.5,19.575810120104634
30.0,176.75,19.566018838453637
30.0,177.0,19.556213476092992
30.0,177.25,19.546394173075555
30.0,177.5,19.536561064809817
30.0,177.75,19.52671427799016
30.0,178.0,19.516853930302354
30.0,178.25,19.506980138053603
30.0,178.5,19.497093017760267
30.0,178.75,19.487192680564423
30.0,179.0,19.477279224580123
30.0,179.25,19.46735272996932
30.0,179.5,19.457413261459287
30.0,179.75,19.44746087685688
30.0,180.0,19.43749563640295
30.0,180.25,19.42751760331812
30.0,180.5,19.417526848382398
30.0,180.75,19.407523468597194
30.0,181.0,19.397507583145106
30.0,181.25,19.38747931732979
30.0,181.5,19.37743879357567
30.0,181.75,19.36738612718464
30.0,182.0,19.35732142541421
30.0,182.25,19.34724479250363
30.0,182.5,19.337156333138747
30.0,182.75,19.327056151644953
30.0,183.0,19.31694435952686
30.0,183.25,19.306821086895376
30.0,183.5,19.296686476294813
30.0,183.75,19.28654066873488
30.0,184.0,19.27638379074807
30.0,184.25,19.266215951398497
30.0,184.5,19.25603724520153
30.0,184.75,19.245847754450505
30.0,185.0,19.235647550937664
30.0,185.25,19.225436699875015
30.0,185.5,19.215215271275852
30.0,185.75,19.204983344842734
30.0,186.0,19.194741006004314
30.0,186.25,19.18448834724822
30.0,186.5,19.174225470660186
30.0,186.75,19.163952481839694
30.0,187.0,19.153669479134965
30.0,187.25,19.14337654349398
30.0,187.5,19.133073739426983
30.0,187.75,19.122761126753986
30.0,188.0,19.11243877829333
30.0,188.25,19.102106779474035
30.0,188.5,19.09176521611224
30.0,188.75,19.08141415880139
30.0,189.0,19.071053659703974
30.0,189.25,19.060683759986247
30.0,189.5,19.050304502464996
30.0,189.75,19.039915935095532
30.0,190.0,19.02951810850858
30.0,190.25,19.019111078737588
30.0,190.5,19.00869490744643
30.0,190.75,18.99826965757161
30.0,191.0,18.987835389820788
30.0,191.25,18.97739216106946
30.0,191.5,18.966940022921833
30.0,191.75,18.956479018054615
30.0,192.0,18.94600917560458
30.0,192.25,18.935530512772104
30.0,192.5,18.9250430385005
30.0,192.75,18.914546754960003
30.0,193.0,18.904041659363084
30.0,193.25,18.89352774723307
30.0,193.5,18.883005017647267
30.0,193.75,18.872473473418573
30.0,194.0,18.8619331160257
30.0,194.25,18.851383934640403
30.0,194.5,18.840825904456327
30.0,194.75,18.830258991593126
30.0,195.0,18.819683154256314
30.0,195.25,18.809098344402166
30.0,195.5,18.798504510031023
30.0,195.75,18.787901593414045
30.0,196.0,18.777289530884612
30.0,196.25,18.76666825483883
30.0,196.5,18.756037691872788
30.0,196.75,18.745397762076973
30.0,197.0,18.734748382549398
30.0,197.25,18.7240894714395
30.0,197.5,18.713420950074887
30.0,197.75,18.702742742374404
30.0,198.0,18.692054769859013
30.0,198.25,18.681356946882005
30.0,198.5,18.67064918135884
30.0,198.75,18.659931370539134
30.0,199.0,18.64920339140205
30.0,199.25,18.638465104168116
30.0,199.5,18.627716354341985
30.0,199.75,18.61695696533192
30.0,200.0,18.606186744905113
30.0,200.25,18.595405496962446
30.0,200.5,18.58461302776662
30.0,200.75,18.573809147544228
30.0,201.0,18.56299366138294
30.0,201.25,18.552166354967092
30.0,201.5,18.541326998085406
30.0,201.75,18.530475349924696
30.0,202.0,18.519611158914167
30.0,202.25,18.508734172111698
30.0,202.5,18.49784415529215
30.0,202.75,18.486940906098763
30.0,203.0,18.476024245826718
30.0,203.25,18.46509399081359
30.0,203.5,18.454149923640102
30.0,203.75,18.443191797089053
30.0,204.0,18.43221934445169
30.0,204.25,18.421232281775055
30.0,204.5,18.410230313773432
30.0,204.75,18.399213127063003
30.0,205.0,18.38818037990357
30.0,205.25,18.377131715126147
30.0,205.5,18.366066784226213
30.0,205.75,18.35498526055709
30.0,206.0,18.34388682909236
30.0,206.25,18.33277113836136
30.0,206.5,18.321637773399537
30.0,206.75,18.310486285264542
30.0,207.0,18.29931624727599
30.0,207.25,18.288127275254617
30.0,207.5,18.27691901427096
30.0,207.75,18.26569111121947
30.0,208.0,18.254443207004847
30.0,208.25,18.24317493895265
30.0,208.5,18.231885928157507
30.0,208.75,18.220575780470362
30.0,209.0,18.209244070830753
30.0,209.25,18.19789025789977
30.0,209.5,18.18651370055159
30.0,209.75,18.17511376875663
30.0,210.0,18.163689925674365
30.0,210.25,18.152241709259098
30.0,210.5,18.140768633007895
30.0,210.75,18.12927011183557
30.0,211.0,18.117745493556995
30.0,211.25,18.106194147671314
30.0,211.5,18.094615498680447
30.0,211.75,18.08300899445403
30.0,212.0,18.071374027250368
30.0,212.25,18.05970992925943
30.0,212.5,18.04801602392859
30.0,212.75,18.036291666000366
30.0,213.0,18.024536235064883
30.0,213.25,18.0127490749341
30.0,213.5,18.000929456841995
30.0,213.75,17.989076610669798
30.0,214.0,17.977189789330478
30.0,214.25,17.965268280659625
30.0,214.5,17.953311346562277
30.0,214.75,17.94131813028626
30.0,215.0,17.92928768213741
30.0,215.25,17.917219078132433
30.0,215.5,17.905111472405785
30.0,215.75,17.89296406254272
30.0,216.0,17.880776015407143
30.0,216.25,17.868546446156945
30.0,216.5,17.856274405614812
30.0,216.75,17.843958869004638
30.0,217.0,17.831598765927644
30.0,217.25,17.819193026125696
30.0,217.5,17.80674058250341
30.0,217.75,17.7942403033856
30.0,218.0,17.781690946491416
30.0,218.25,17.76909124342656
30.0,218.5,17.756440061885833
30.0,218.75,17.743736397255162
30.0,219.0,17.730979204739594
30.0,219.25,17.71816728623234
30.0,219.5,17.705299286682276
30.0,219.75,17.69237370022584
30.0,220.0,17.679388946801957
30.0,220.25,17.666343552247913
30.0,220.5,17.653236174448786
30.0,220.75,17.640065495339524
30.0,221.0,17.626830140263834
30.0,221.25,17.61352866607639
30.0,221.5,17.60015956765109
30.0,221.75,17.586721259030178
30.0,222.0,17.573211961886727
30.0,222.25,17.55962973439189
30.0,222.5,17.545972691529936
30.0,222.75,17.53223907927729
30.0,223.0,17.518427132466208
30.0,223.25,17.504534952157655
30.0,223.5,17.49056057367099
30.0,223.75,17.476502089454936
30.0,224.0,17.46235762338996
