衣料初温（℃）,时间（s）,贴身侧温度（℃）
27.0,62.0,22.956442309655117
27.0,62.25,22.947282382495146
27.0,62.5,22.93814252400951
27.0,62.75,22.929022525953634
27.0,63.0,22.9199221893656
27.0,63.25,22.9108413157731
27.0,63.5,22.901779689204204
27.0,63.75,22.892737078304453
27.0,64.0,22.883713248498786
27.0,64.25,22.87470796685467
27.0,64.5,22.865721002039916
27.0,64.75,22.85675212706811
27.0,65.0,22.847801123932154
27.0,65.25,22.83886779038431
27.0,65.5,22.82995194344042
27.0,65.75,22.82105341598775
27.0,66.0,22.81217205055014
27.0,66.25,22.80330769072601
27.0,66.5,22.79446017949713
27.0,66.75,22.785629360543023
27.0,67.0,22.776815071395596
27.0,67.25,22.76801713277801
27.0,67.5,22.75923535335619
27.0,67.75,22.750469540454798
27.0,68.0,22.741719506429853
27.0,68.25,22.732985071430708
27.0,68.5,22.724266064177346
27.0,68.75,22.715562320912255
27.0,69.0,22.706873680965643
27.0,69.25,22.69819998463528
27.0,69.5,22.68954107518719
27.0,69.75,22.680896799927446
27.0,70.0,22.672267006463116
27.0,70.25,22.663651542402633
27.0,70.5,22.65505025835377
27.0,70.75,22.646463008622423
27.0,71.0,22.637889647077106
27.0,71.25,22.62933002765598
27.0,71.5,22.62078400725692
27.0,71.75,22.61225144375355
27.0,72.0,22.60373218890595
27.0,72.25,22.595226090052353
27.0,72.5,22.586732995896565
27.0,72.75,22.57825275798166
27.0,73.0,22.569785228179455
27.0,73.25,22.561330259935442
27.0,73.5,22.552887711559922
27.0,73.75,22.544457449361442
27.0,74.0,22.536039350939856
27.0,74.25,22.52763330447592
27.0,74.5,22.519239205526848
27.0,74.75,22.510856952202737
27.0,75.0,22.502486441138675
27.0,75.25,22.49412756844891
27.0,75.5,22.48578023083457
27.0,75.75,22.477444320466404
27.0,76.0,22.469119722212564
27.0,76.25,22.460806317779795
27.0,76.5,22.452503990371486
27.0,76.75,22.444212626367456
27.0,77.0,22.43593211595563
27.0,77.25,22.427662353880702
27.0,77.5,22.41940323872946
27.0,77.75,22.411154668322336
27.0,78.0,22.402916538827277
27.0,78.25,22.394688747531056
27.0,78.5,22.38647119058204
27.0,78.75,22.37826374691925
27.0,79.0,22.370066278878188
27.0,79.25,22.361878643920758
27.0,79.5,22.353700704647338
27.0,79.75,22.34553234243718
27.0,80.0,22.337373463594222
27.0,80.25,22.32922399319604
27.0,80.5,22.321083862548505
27.0,80.75,22.31295298689832
27.0,81.0,22.304831263450392
27.0,81.25,22.296718582339203
27.0,81.5,22.288614833088193
27.0,81.75,22.280519904007893
27.0,82.0,22.272433682956024
27.0,82.25,22.2643560604327
27.0,82.5,22.256286931331058
27.0,82.75,22.24822619395863
27.0,83.0,22.240173749453103
27.0,83.25,22.232129502746844
27.0,83.5,22.224093362315205
27.0,83.75,22.216065235290806
27.0,84.0,22.208045024866312
27.0,84.25,22.200032633261713
27.0,84.5,22.192027965249363
27.0,84.75,22.184030929736885
27.0,85.0,22.176041440169417
27.0,85.25,22.1680594147193
27.0,85.5,22.160084775684638
27.0,85.75,22.152117446206095
27.0,86.0,22.144157347462215
27.0,86.25,22.13620440014272
27.0,86.5,22.12825852606737
27.0,86.75,22.120319644976746
27.0,87.0,22.112387671661246
27.0,87.25,22.104462518676662
27.0,87.5,22.096544099537322
27.0,87.75,22.08863232711954
27.0,88.0,22.080727110684776
27.0,88.25,22.072828358019578
27.0,88.5,22.064935978868007
27.0,88.75,22.057049884511216
27.0,89.0,22.04916998331939
27.0,89.25,22.041296181785736
27.0,89.5,22.033428388422877
27.0,89.75,22.025566515847267
27.0,90.0,22.01771048091035
27.0,90.25,22.00986020469189
27.0,90.5,22.002015612792793
27.0,90.75,21.994176634367165
27.0,91.0,21.986343197611856
27.0,91.25,21.978515228537088
27.0,91.5,21.970692653519986
27.0,91.75,21.96287539991604
27.0,92.0,21.95506339024068
27.0,92.25,21.947256540746285
27.0,92.5,21.939454765849263
27.0,92.75,21.93165798202259
27.0,93.0,21.923866109035696
27.0,93.25,21.916079069769722
27.0,93.5,21.90829679067368
27.0,93.75,21.90051920149539
27.0,94.0,21.89274623090134
27.0,94.25,21.884977802219417
27.0,94.5,21.87721383574413
27.0,94.75,21.869454252764804
27.0,95.0,21.861698976193026
27.0,95.25,21.85394792758688
27.0,95.5,21.84620102797185
27.0,95.75,21.838458200714474
27.0,96.0,21.83071937178018
27.0,96.25,21.822984465081394
27.0,96.5,21.81525340256809
27.0,96.75,21.807526107613565
27.0,97.0,21.79980250604223
27.0,97.25,21.792082522486265
27.0,97.5,21.784366079587826
27.0,97.75,21.776653100792718
27.0,98.0,21.768943511877815
27.0,98.25,21.761237238212065
27.0,98.5,21.75353420299454
27.0,98.75,21.745834329485344
27.0,99.0,21.738137542938745
27.0,99.25,21.730443768376038
27.0,99.5,21.722752928565544
27.0,99.75,21.715064946097264
27.0,100.0,21.70737974591074
27.0,100.25,21.699697254404718
27.0,100.5,21.692017395479343
27.0,100.75,21.68434009150284
27.0,101.0,21.676665266689113
27.0,101.25,21.668992847646383
27.0,101.5,21.661322758902465
27.0,101.75,21.653654923224664
27.0,102.0,21.645989265039546
27.0,102.25,21.638325711287052
27.0,102.5,21.630664187119454
27.0,102.75,21.623004614010533
27.0,103.0,21.6153469127731
27.0,103.25,21.607691006108936
27.0,103.5,21.600036817140982
27.0,103.75,21.59238426826131
27.0,104.0,21.584733283006845
27.0,104.25,21.57708378785212
27.0,104.5,21.56943571071142
27.0,104.75,21.56178897712535
27.0,105.0,21.554143511310972
27.0,105.25,21.546499239393025
27.0,105.5,21.53885608958517
27.0,105.75,21.531213986457953
27.0,106.0,21.52357285073023
27.0,106.25,21.515932603420474
27.0,106.5,21.508293167838723
27.0,106.75,21.500654467117627
27.0,107.0,21.493016423338567
27.0,107.25,21.48537895981175
27.0,107.5,21.477742002345657
27.0,107.75,21.470105475424408
27.0,108.0,21.462469297098295
27.0,108.25,21.454833381367376
27.0,108.5,21.447197643082397
27.0,108.75,21.439562000229245
27.0,109.0,21.431926374274465
27.0,109.25,21.424290690704183
27.0,109.5,21.416654879584033
27.0,109.75,21.409018872651565
27.0,110.0,21.401382591163053
27.0,110.25,21.39374594391548
27.0,110.5,21.38610883483221
27.0,110.75,21.37847116919758
27.0,111.0,21.370832856797133
27.0,111.25,21.363193813079057
27.0,111.5,21.35555395932752
27.0,111.75,21.347913221507067
27.0,112.0,21.34027152569305
27.0,112.25,21.3326287952356
27.0,112.5,21.324984952865766
27.0,112.75,21.317339923217812
27.0,113.0,21.309693631622196
27.0,113.25,21.30204600029117
27.0,113.5,21.294396949568107
27.0,113.75,21.286746401409548
27.0,114.0,21.279094277723146
27.0,114.25,21.271440487154123
27.0,114.5,21.2637849249818
27.0,114.75,21.25612748241903
27.0,115.0,21.248468053597993
27.0,115.25,21.24080654070421
27.0,115.5,21.23314285489904
27.0,115.75,21.225476914909073
27.0,116.0,21.217808643389716
27.0,116.25,21.21013795619452
27.0,116.5,21.202464758783897
27.0,116.75,21.194788951969795
27.0,117.0,21.18711043774602
27.0,117.25,21.179429122395288
27.0,117.5,21.171744917688148
27.0,117.75,21.164057741058286
27.0,118.0,21.156367514298207
27.0,118.25,21.148674157736636
27.0,118.5,21.14097758452266
27.0,118.75,21.133277703140248
27.0,119.0,21.12557442233942
27.0,119.25,21.117867652835113
27.0,119.5,21.11015730665817
27.0,119.75,21.10244329802169
27.0,120.0,21.094725544684035
27.0,120.25,21.087003964631087
27.0,120.5,21.079278462573892
27.0,120.75,21.071548930466726
27.0,121.0,21.063815256712
27.0,121.25,21.056077332592167
27.0,121.5,21.048335056851805
27.0,121.75,21.040588336505234
27.0,122.0,21.032837085568
27.0,122.25,21.025081221762395
27.0,122.5,21.01732065702356
27.0,122.75,21.009555295174714
27.0,123.0,21.001785037076097
27.0,123.25,20.99400978493392
27.0,123.5,20.986229443421614
27.0,123.75,20.978443920127557
27.0,124.0,20.970653126393408
27.0,124.25,20.96285697574312
27.0,124.5,20.9550553739518
27.0,124.75,20.94724821144765
27.0,125.0,20.939435368677458
27.0,125.25,20.931616725199095
27.0,125.5,20.92379216744187
27.0,125.75,20.915961592537577
27.0,126.0,20.908124907214965
27.0,126.25,20.900282024834457
27.0,126.5,20.892432860675058
27.0,126.75,20.884577327697848
27.0,127.0,20.876715337479304
27.0,127.25,20.86884680222964
27.0,127.5,20.860971631488404
27.0,127.75,20.853089724580485
27.0,128.0,20.84520097273629
27.0,128.25,20.837305265718904
27.0,128.5,20.82940249598369
27.0,128.75,20.821492560723133
27.0,129.0,20.813575362336685
27.0,129.25,20.80565080800808
27.0,129.5,20.797718807562013
27.0,129.75,20.789779268653895
27.0,130.0,20.78183209690449
27.0,130.25,20.77387719873954
27.0,130.5,20.765914480081438
27.0,130.75,20.757943836131453
27.0,131.0,20.749965151896223
27.0,131.25,20.741978309324008
27.0,131.5,20.733983188426876
27.0,131.75,20.725979658524366
27.0,132.0,20.717967579645958
27.0,132.25,20.709946811173378
27.0,132.5,20.70191722329256
27.0,132.75,20.69387871072113
27.0,133.0,20.685831190640066
27.0,133.25,20.677774592615922
27.0,133.5,20.669708844450142
27.0,133.75,20.661633846358274
27.0,134.0,20.653549471226594
27.0,134.25,20.645455580801002
27.0,134.5,20.637352040823064
27.0,134.75,20.629238733185936
27.0,135.0,20.621115555566984
27.0,135.25,20.612982415324606
27.0,135.5,20.604839223940925
27.0,135.75,20.596685892635485
27.0,136.0,20.588522331955676
27.0,136.25,20.5803484514878
27.0,136.5,20.572164151222943
27.0,136.75,20.563969309299527
27.0,137.0,20.555763786428923
27.0,137.25,20.54754743914826
27.0,137.5,20.539320135911872
27.0,137.75,20.531081765175635
27.0,138.0,20.52283223106809
27.0,138.25,20.51457144623122
27.0,138.5,20.506299325986028
27.0,138.75,20.49801578554038
27.0,139.0,20.48972073997245
27.0,139.25,20.481414102799715
27.0,139.5,20.4730957779896
27.0,139.75,20.46476565792837
27.0,140.0,20.456423628623487
27.0,140.25,20.448069574157497
27.0,140.5,20.439703377715194
27.0,140.75,20.43132492267491
27.0,141.0,20.42293409387756
27.0,141.25,20.414530777805915
27.0,141.5,20.406114861973265
27.0,141.75,20.397686235071003
27.0,142.0,20.389244788654445
27.0,142.25,20.380790422858254
27.0,142.5,20.37232305018471
27.0,142.75,20.363842592296983
27.0,143.0,20.355348973573523
27.0,143.25,20.34684211119381
27.0,143.5,20.3383219114404
27.0,143.75,20.32978827371444
27.0,144.0,20.321241100275063
27.0,144.25,20.312680316003185
27.0,144.5,20.30410586848147
27.0,144.75,20.295517715483072
27.0,145.0,20.28691581049321
27.0,145.25,20.27830008491615
27.0,145.5,20.269670448725783
27.0,145.75,20.261026802202153
27.0,146.0,20.252369050023464
27.0,146.25,20.243697109483353
27.0,146.5,20.235010907733557
27.0,146.75,20.226310374640708
27.0,147.0,20.21759543296117
27.0,147.25,20.208865995615042
27.0,147.5,20.200121970586185
27.0,147.75,20.1913632738757
27.0,148.0,20.182589847470986
27.0,148.25,20.173801656236083
27.0,148.5,20.164998673005776
27.0,148.75,20.15618086082483
27.0,149.0,20.147348160917886
27.0,149.25,20.13850049620728
27.0,149.5,20.129637782972562
27.0,149.75,20.12075994907906
27.0,150.0,20.111866937156464
27.0,150.25,20.102958697533722
27.0,150.5,20.09403518481433
27.0,150.75,20.08509635817589
27.0,151.0,20.076142179117593
27.0,151.25,20.06717261098779
27.0,151.5,20.058187628643243
27.0,151.75,20.049187221676046
27.0,152.0,20.0401713870612
27.0,152.25,20.031140117824133
27.0,152.5,20.022093385642354
27.0,152.75,20.013031139841193
27.0,153.0,20.003953318728122
27.0,153.25,19.994859867025806
27.0,153.5,19.98575074566647
27.0,153.75,19.97662592656191
27.0,154.0,19.96748538024588
27.0,154.25,19.958329057686147
27.0,154.5,19.949156888996527
27.0,154.75,19.939968799565985
27.0,155.0,19.930764746875713
27.0,155.25,19.92154473268421
27.0,155.5,19.91230878524012
27.0,155.75,19.9030569402988
27.0,156.0,19.893789229623273
27.0,156.25,19.884505676802867
27.0,156.5,19.875206294540558
27.0,156.75,19.86589107547556
27.0,157.0,19.856559988927263
27.0,157.25,19.847212991719303
27.0,157.5,19.837850057762175
27.0,157.75,19.828471203808846
27.0,158.0,19.819076479805986
27.0,158.25,19.80966594763532
27.0,158.5,19.800239667889365
27.0,158.75,19.790797694056813
27.0,159.0,19.781340073064758
27.0,159.25,19.77186685651349
27.0,159.5,19.76237811028285
27.0,159.75,19.752873908842776
27.0,160.0,19.743354330158255
27.0,160.25,19.73381946775094
27.0,160.5,19.724269428196866
27.0,160.75,19.714704315747355
27.0,161.0,19.70512420915943
27.0,161.25,19.695529142749777
27.0,161.5,19.685919114712686
27.0,161.75,19.676294111909854
27.0,162.0,19.66665413472318
27.0,162.25,19.656999198434406
27.0,162.5,19.647329330988047
27.0,162.75,19.63764459477851
27.0,163.0,19.627945082931447
27.0,163.25,19.6182308979388
27.0,163.5,19.60850213363193
27.0,163.75,19.59875886625439
27.0,164.0,19.58900115878231
27.0,164.25,19.57922908331978
27.0,164.5,19.56944274603835
27.0,164.75,19.5596422797471
27.0,165.0,19.549827824659967
27.0,165.25,19.539999518431117
27.0,165.5,19.53015749118239
27.0,165.75,19.520301863718217
27.0,166.0,19.510432752232695
27.0,166.25,19.500550273084293
27.0,166.5,19.49065453986252
27.0,166.75,19.48074565653748
27.0,167.0,19.47082370950584
27.0,167.25,19.46088876753435
27.0,167.5,19.45094088839227
27.0,167.75,19.44098013117249
27.0,168.0,19.43100655848627
27.0,168.25,19.42102023682387
27.0,168.5,19.411021254377435
27.0,168.75,19.40100972424505
27.0,169.0,19.39098577059743
27.0,169.25,19.38094951723119
27.0,169.5,19.370901082082273
27.0,169.75,19.360840574955496
27.0,170.0,19.350768099903714
27.0,170.25,19.34068376141877
27.0,170.5,19.330587663448597
27.0,170.75,19.320479910734058
27.0,171.0,19.310360627201053
27.0,171.25,19.300229954286056
27.0,171.5,19.290088035609102
27.0,171.75,19.2799350037569
27.0,172.0,19.26977097424503
27.0,172.25,19.25959604671662
27.0,172.5,19.249410307700632
27.0,172.75,19.239213832541513
27.0,173.0,19.229006688204667
27.0,173.25,19.218788941397673
27.0,173.5,19.20856066834823
27.0,173.75,19.198321952822543
27.0,174.0,19.188072883303136
27.0,174.25,19.177813558808353
27.0,174.5,19.1675440855352
27.0,174.75,19.15726456659168
27.0,175.0,19.146975089342074
27.0,175.25,19.136675722741302
27.0,175.5,19.12636652573746
27.0,175.75,19.116047566310982
27.0,176.0,19.10571892657317
27.0,176.25,19.095380692989703
27.0,176.5,19.085032942050177
27.0,176.75,19.074675732451244
27.0,177.0,19.0643091089167
27.0,177.25,19.053933113119857
27.0,177.5,19.04354779110831
27.0,177.75,19.033153192568722
27.0,178.0,19.022749371037087
27.0,178.25,19.012336386249597
27.0,178.5,19.001914301129876
27.0,178.75,18.991483177328867
27.0,179.0,18.981043073174174
27.0,179.25,18.97059404255222
27.0,179.5,18.96013613258334
27.0,179.75,18.94966937708518
27.0,180.0,18.939193796570052
27.0,180.25,18.92870940245072
27.0,180.5,18.918216198946684
27.0,180.75,18.9077141846569
27.0,181.0,18.89720335529998
27.0,181.25,18.88668370863767
27.0,181.5,18.87615524629843
27.0,181.75,18.86561797041647
27.0,182.0,18.855071874896062
27.0,182.25,18.844516939827752
27.0,182.5,18.83395313432468
27.0,182.75,18.823380419473636
27.0,183.0,18.812798749325967
27.0,183.25,18.80220807317449
27.0,183.5,18.791608335675537
27.0,183.75,18.78099947516118
27.0,184.0,18.770381425233552
27.0,184.25,18.75975411506388
27.0,184.5,18.74911746688623
27.0,184.75,18.73847139823857
27.0,185.0,18.727815826422308
27.0,185.25,18.717150671500605
27.0,185.5,18.70647585692906
27.0,185.75,18.695791306677858
27.0,186.0,18.68509693760441
27.0,186.25,18.674392659755465
27.0,186.5,18.663678376879464
27.0,186.75,18.652953972643648
27.0,187.0,18.64221931155981
27.0,187.25,18.631474246043858
27.0,187.5,18.62071860642865
27.0,187.75,18.60995220352901
27.0,188.0,18.599174841424784
27.0,188.25,18.58838632488444
27.0,188.5,18.5775864635051
27.0,188.75,18.566775068589536
27.0,189.0,18.55595193247819
27.0,189.25,18.545116828195955
27.0,189.5,18.534269519414366
27.0,189.75,18.523409757388603
27.0,190.0,18.512537286705484
27.0,190.25,18.501651862261753
27.0,190.5,18.49075327017317
27.0,190.75,18.479841327561385
27.0,191.0,18.468915861839847
27.0,191.25,18.45797666796663
27.0,191.5,18.44702350508394
27.0,191.75,18.43605611332047
27.0,192.0,18.425074213183766
27.0,192.25,18.4140775120747
27.0,192.5,18.40306570700614
27.0,192.75,18.392038465381816
27.0,193.0,18.380995431108918
27.0,193.25,18.3699362488632
27.0,193.5,18.358860583380213
27.0,193.75,18.347768118452404
27.0,194.0,18.33665852450736
27.0,194.25,18.32553140905965
27.0,194.5,18.31438632935742
27.0,194.75,18.303222846247017
27.0,195.0,18.29204055913352
27.0,195.25,18.280839103256753
27.0,195.5,18.26961812590306
27.0,195.75,18.25837727046493
27.0,196.0,18.247116175543226
27.0,196.25,18.23583446821222
27.0,196.5,18.224531760439646
27.0,196.75,18.21320764041778
27.0,197.0,18.20186160762809
27.0,197.25,18.19049305070528
27.0,197.5,18.17910132051678
27.0,197.75,18.16768584763716
27.0,198.0,18.156246158154563
27.0,198.25,18.144781798267083
27.0,198.5,18.13329222013453
27.0,198.75,18.12177678404094
27.0,199.0,18.110234842782635
27.0,199.25,18.098665798516517
27.0,199.5,18.087069092344226
27.0,199.75,18.07544413624142
27.0,200.0,18.06379028118285
27.0,200.25,18.052106847885444
27.0,200.5,18.040393180094352
27.0,200.75,18.028648654926396
27.0,201.0,18.016872641249382
27.0,201.25,18.00506443677789
27.0,201.5,17.993223279704665
27.0,201.75,17.981348410641395
27.0,202.0,17.969439107935013
27.0,202.25,17.957494659727466
27.0,202.5,17.945514250329417
27.0,202.75,17.933496949287555
27.0,203.0,17.92144181046387
27.0,203.25,17.909347957891505
27.0,203.5,17.89721457925698
27.0,203.75,17.885040854182943
27.0,204.0,17.872825917629545
27.0,204.25,17.860568851892307
27.0,204.5,17.848268658331186
27.0,204.75,17.835924275950852
27.0,205.0,17.823534630560275
27.0,205.25,17.811098656898093
27.0,205.5,17.798615262103823
27.0,205.75,17.786083238264187
27.0,206.0,17.773501299166448
27.0,206.25,17.760868258052078
27.0,206.5,17.748183078473428
27.0,206.75,17.735444756055646
27.0,207.0,17.722652152219055
27.0,207.25,17.709803965485328
27.0,207.5,17.6968987350141
27.0,207.75,17.683934896201915
27.0,208.0,17.67091093071038
27.0,208.25,17.65782544998438
27.0,208.5,17.64467713728609
27.0,208.75,17.63146463874908
27.0,209.0,17.618186531504747
27.0,209.25,17.60484132850119
27.0,209.5,17.591427470231565
27.0,209.75,17.577943248326633
27.0,210.0,17.564386775453148
27.0,210.25,17.550756133163127
27.0,210.5,17.53704952631252
27.0,210.75,17.523265223502786
27.0,211.0,17.509401371113324
27.0,211.25,17.495455989642466
27.0,211.5,17.481427145593535
27.0,211.75,17.467312972985855
27.0,212.0,17.453111550790787
27.0,212.25,17.438820828067172
27.0,212.5,17.424438575625217
27.0,212.75,17.409962406115376
27.0,213.0,17.395389930915126
27.0,213.25,17.380718829386687
27.0,213.5,17.36594669879792
27.0,213.75,17.351070952857352
27.0,214.0,17.336089012985788
27.0,214.25,17.320998426333595
27.0,214.5,17.3057965834574
27.0,214.75,17.290480459549027
27.0,215.0,17.275046808957757
27.0,215.25,17.259492385815427
27.0,215.5,17.243813960875617
27.0,215.75,17.228008213606014
27.0,216.0,17.212071506477443
27.0,216.25,17.195999960106192
27.0,216.5,17.17978985965978
27.0,216.75,17.16343772061452
27.0,217.0,17.146940124081468
27.0,217.25,17.130293530260904
27.0,217.5,17.113494124814746
27.0,217.75,17.096537721506007
27.0,218.0,17.079419808853075
27.0,218.25,17.06213580892823
27.0,218.5,17.044681301160562
27.0,218.75,17.027052052529275
27.0,219.0,17.009243591823434
27.0,219.25,16.991251007018334
27.0,219.5,16.973069268510013
27.0,219.75,16.954693150559894
27.0,220.0,16.93611705736916
27.0,220.25,16.9173354154626
27.0,220.5,16.898342797768855
27.0,220.75,16.879133676030477
27.0,221.0,16.859702010759555
27.0,221.25,16.840041288824104
27.0,221.5,16.82014470709047
27.0,221.75,16.80000522450417
27.0,222.0,16.779616051906373
27.0,222.25,16.758970546875886
27.0,222.5,16.738061668468657
27.0,222.75,16.71688234579728
27.0,223.0,16.695425655549233
27.0,223.25,16.673684398867064
27.0,223.5,16.651650757552016
27.0,223.75,16.629316601373805
27.0,224.0,16.606673831452994
27.0,224.25,16.583714620610586
27.0,224.5,16.56043146487324
27.0,224.75,16.53681701953423
27.0,225.0,16.512863646985625
27.0,225.25,16.488562736779087
27.0,225.5,16.463905483803117
27.0,225.75,16.438883759369418
27.0,226.0,16.413489913478283
27.0,226.25,16.387716685058386
27.0,226.5,16.36155701556113
27.0,226.75,16.335003868658184
27.0,227.0,16.308050380923337
27.0,227.25,16.28069016964913
27.0,227.5,16.252917082447986
27.0,227.75,16.22472533643846
27.0,228.0,16.19611024679836
27.0,228.25,16.16706777627061
27.0,228.5,16.137594558201656
27.0,228.75,16.10768782383171
27.0,229.0,16.07734526121508
27.0,229.25,16.04656579806984
27.0,229.5,16.01534967476488
27.0,229.75,15.98369790008514
27.0,230.0,15.951612133315871
27.0,230.25,15.919094745712213
27.0,230.5,15.88614875865469
27.0,230.75,15.852778419844652
27.0,231.0,15.81898947382294
27.0,231.25,15.784788720302618
27.0,231.5,15.750186826174104
27.0,231.75,15.715209911185184
27.0,232.0,15.679898512497763
27.0,232.25,15.644298004579785
27.0,232.5,15.608452093851435
27.0,232.75,15.572399980539247
27.0,233.0,15.536175595240408
27.0,233.25,15.49980779454105
27.0,233.5,15.46332092980914
27.0,233.75,15.426735510512863
27.0,234.0,15.39006883966795
27.0,234.25,15.35333557458473
27.0,234.5,15.316548201295857
27.0,234.75,15.279717426531032
27.0,235.0,15.242852497084094
27.0,235.25,15.205961457920228
27.0,235.5,15.169051359872238
27.0,235.75,15.132128426488155
27.0,236.0,15.095198188099436
27.0,236.25,15.058265589744954
27.0,236.5,15.021335078318657
27.0,236.75,14.984410673236772
27.0,237.0,14.947496024038571
27.0,237.25,14.910594457620945
27.0,237.5,14.873709017236175
27.0,237.75,14.83684249492913
27.0,238.0,14.79999745873231
27.0,238.25,14.763176275655626
27.0,238.5,14.726381131286972
27.0,238.75,14.689614046646426
27.0,239.0,14.652876892801444
27.0,239.25,14.61617140364438
27.0,239.5,14.579499187150558
27.0,239.75,14.542861735370206
27.0,240.0,14.506260433356601
27.0,240.25,14.469696567192834
27.0,240.5,14.433171331248158
27.0,240.75,14.396685834770247
27.0,241.0,14.360241107900157
27.0,241.25,14.323838107181368
27.0,241.5,14.287477720622057
27.0,241.75,14.251160772360013
27.0,242.0,14.21488802697181
27.0,242.25,14.178660193461573
27.0,242.5,14.14247792895966
27.0,242.75,14.106341842157425
27.0,243.0,14.070252496500867
27.0,243.25,14.034210413163256
27.0,243.5,13.998216073814413
27.0,243.75,13.962269923202491
27.0,244.0,13.926372371562454
27.0,244.25,13.89052379686401
27.0,244.5,13.85472454691062
27.0,244.75,13.818974941300175
27.0,245.0,13.78327527325695
27.0,245.25,13.747625811343768
27.0,245.5,13.71202680106251
27.0,245.75,13.676478466350511
27.0,246.0,13.640981010979825
27.0,246.25,13.605534619865796
27.0,246.5,13.570139460290973
27.0,246.75,13.534795683049895
27.0,247.0,13.499503423519974
27.0,247.25,13.464262802663267
27.0,247.5,13.429073927963678
27.0,247.75,13.393936894303742
27.0,248.0,13.358851784784948
27.0,248.25,13.323818671495257
27.0,248.5,13.288837616227177
27.0,248.75,13.253908671149683
27.0,249.0,13.219031879436844
27.0,249.25,13.184207275856078
27.0,249.5,13.149434887318513
27.0,249.75,13.114714733393983
27.0,250.0,13.080046826792902
27.0,250.25,13.045431173817146
27.0,250.5,13.010867774781929
27.0,250.75,12.976356624410588
27.0,251.0,12.941897712203946
27.0,251.25,12.907491022785926
27.0,251.5,12.873136536226971
27.0,251.75,12.838834228346641
27.0,252.0,12.804584070996754
27.0,252.25,12.770386032326316
27.0,252.5,12.736240077029438
27.0,252.75,12.70214616657725
27.0,253.0,12.668104259434974
27.0,253.25,12.63411431126497
27.0,253.5,12.600176275116745
27.0,253.75,12.56629010160474
27.0,254.0,12.532455739074672
27.0,254.25,12.498673133759171
27.0,254.5,12.464942229923402
27.0,254.75,12.431262970001304
27.0,255.0,12.397635294723084
27.0,255.25,12.364059143234469
27.0,255.5,12.33053445320831
27.0,255.75,12.297061160948969
27.0,256.0,12.263639201490005
27.0,256.25,12.230268508685553
27.0,256.5,12.196949015295823
27.0,256.75,12.163680653067072
27.0,257.0,12.130463352806448
27.0,257.25,12.09729704445197
27.0,257.5,12.064181657138032
27.0,257.75,12.031117119256658
27.0,258.0,11.998103358514793
27.0,258.25,11.965140301987933
27.0,258.5,11.932227876170261
27.0,258.75,11.899366007021538
27.0,259.0,11.866554620010996
27.0,259.25,11.833793640158357
27.0,259.5,11.801082992072221
27.0,259.75,11.76842259998596
27.0,260.0,11.735812387791299
27.0,260.25,11.703252279069696
27.0,260.5,11.670742197121719
27.0,260.75,11.638282064994495
27.0,261.0,11.605871805507388
27.0,261.25,11.573511341275998
27.0,261.5,11.541200594734613
27.0,261.75,11.508939488157194
27.0,262.0,11.476727943677002
27.0,262.25,11.44456588330491
27.0,262.5,11.412453228946585
27.0,262.75,11.380389902418484
27.0,263.0,11.348375825462837
27.0,263.25,11.316410919761646
27.0,263.5,11.284495106949766
27.0,263.75,11.252628308627113
27.0,264.0,11.220810446370091
27.0,264.25,11.189041441742257
27.0,264.5,11.157321216304275
27.0,264.75,11.125649691623225
27.0,265.0,11.09402678928129
27.0,265.25,11.062452430883868
27.0,265.5,11.030926538067138
27.0,265.75,10.999449032505135
27.0,266.0,10.968019835916351
27.0,266.25,10.936638870069865
27.0,266.5,10.905306056791112
27.0,266.75,10.874021317967223
27.0,267.0,10.842784575552015
27.0,267.25,10.811595751570644
27.0,267.5,10.780454768123958
27.0,267.75,10.749361547392514
27.0,268.0,10.71831601164035
27.0,268.25,10.6873180832185
27.0,268.5,10.656367684568233
27.0,268.75,10.625464738224103
27.0,269.0,10.594609166816767
27.0,269.25,10.563800893075596
27.0,269.5,10.533039839831135
27.0,269.75,10.50232593001733
27.0,270.0,10.47165908667366
27.0,270.25,10.441039232947066
27.0,270.5,10.410466292093762
27.0,270.75,10.379940187480898
27.0,271.0,10.349460842588119
27.0,271.25,10.319028181008983
27.0,271.5,10.288642126452284
27.0,271.75,10.258302602743278
27.0,272.0,10.228009533824796
27.0,272.25,10.19776284375828
27.0,272.5,10.167562456724736
27.0,272.75,10.137408297025605
27.0,273.0,10.107300289083557
27.0,273.25,10.077238357443223
27.0,273.5,10.047222426771876
27.0,273.75,10.017252421860007
27.0,274.0,9.987328267621903
30.0,0.0,30.00109510360336
30.0,0.25,30.045222529789054
30.0,0.5,30.063819711747183
30.0,0.75,30.078032811938662
30.0,1.0,30.089944996627878
30.0,1.25,30.10026302756639
30.0,1.5,30.10917162179583
30.0,1.75,30.116578039868
30.0,2.0,30.122251690015418
30.0,2.25,30.125920058116364
30.0,2.5,30.12732850582362
30.0,2.75,30.126271077047246
30.0,3.0,30.12260147002333
30.0,3.25,30.11623230300158
30.0,3.5,30.107128492977647
30.0,3.75,30.095298381875686
30.0,4.0,30.08078464320747
30.0,4.25,30.063655973906457
30.0,4.5,30.04399997243625
30.0,4.75,30.021917277390145
30.0,5.0,29.997516880496008
30.0,5.25,29.970912461939697
30.0,5.5,29.942219580087887
30.0,5.75,29.911553556426593
