时间（s）,贴身侧温度（℃）,功能层均温（℃）,外表面温度（℃）,固化进度
41.75,27.758823903133983,25.869820395627496,22.873547277332335,0.000035453431232167814
42,27.700997248672593,25.81657937493756,22.81896993535728,0.0000901468921640199
42.25,27.64335199807779,25.764765487888756,22.764903810314564,0.00016830937270366383
42.5,27.585959980849047,25.71416839318104,22.711480413919613,0.0002740162176628792
42.75,27.528895210268413,25.664697596193964,22.6587920060314,0.0004016632461668198
43,27.47222538750176,25.616340855357777,22.606898974629637,0.0005567908173061653
43.25,27.416008856006446,25.569064433638353,22.55584388993352,0.0007342344569271366
43.5,27.360295413169517,25.522760964298914,22.505658084409625,0.0009383670034627092
43.75,27.305127486794312,25.477429265038165,22.456359712077678,0.0011666184197653294
44,27.250540274744647,25.43302804617993,22.407957927131307,0.0014172603377026703
44.25,27.196562758046735,25.389508491847288,22.3604563398906,0.0016950802694406036
44.5,27.143218717812026,25.346839876237752,22.313852454266275,0.0019950275117475752
44.75,27.090527198476607,25.305024853064328,22.268139080738145,0.0023170659388098724
45,27.038503169697787,25.263984370294896,22.223307410453266,0.002663765242446166
45.25,26.987158390916846,25.223770230998642,22.179344815019544,0.003035209651931832
45.5,26.936501552998763,25.18430148808822,22.13623886695348,0.0034271308842762542
45.75,26.88653924029789,25.145575427333068,22.093975535007875,0.0038411309160226842
46,26.837275901656117,25.10758231901088,22.05253854710002,0.004276180055436544
46.25,26.78871399199908,25.07024457254947,22.01191176760485,0.004732566545116165
46.5,26.740854321137235,25.033601579712656,21.972075820888065,0.0052120764243833275
46.75,26.693695702866002,24.997560301500556,21.933011628168085,0.005710224858895762
47,26.64723550776575,24.962206891585286,21.89469841121829,0.006230316519613165
47.25,26.601469615111853,24.92747246194271,21.857118565250733,0.006768982123829509
47.5,26.556393549931474,24.893351539873358,21.82025603646561,0.007327379663964533
47.75,26.512002449419384,24.859825723775895,21.78409356447058,0.007904103037115202
48,26.468290751445338,24.826881963571527,21.74861403425073,0.008500431168275088
48.25,26.425252265571938,24.7944804014377,21.713800431764515,0.009113277954738758
48.5,26.38288017289684,24.762630969326246,21.679634599141995,0.009745266035680634
48.75,26.341166838644796,24.731274031204553,21.646098848714885,0.010392711592415692
49,26.300104018042695,24.700416383843667,21.61317417370461,0.011056937182399255
49.25,26.259682567682585,24.670048401512346,21.580841382999676,0.011737000124295597
49.5,26.219892710627196,24.64019710935436,21.549083171502424,0.012434238058205016
49.75,26.18072462008639,24.610801828935145,21.51788548799398,0.013148372906562336
50,26.142168912625866,24.581870422627183,21.487233640344822,0.013878284962153794
50.25,26.104216066139035,24.55336097088828,21.457112226407116,0.014622952227146664
50.5,26.066856225676162,24.525286893485394,21.42750514004321,0.015380424207471566
50.75,26.030079074101916,24.497644360984403,21.398397092112845,0.01615262101592549
51,25.99387421357009,24.470397764122705,21.36977477512667,0.01693648838242618
51.25,25.958231445582175,24.443537404804943,21.341624205415958,0.017733611736956156
51.5,25.923140385087184,24.417055647416788,21.313930708854258,0.018548426262107322
51.75,25.888590358666402,24.390953333437842,21.286680280270378,0.01937419595328083
52,25.8545706432952,24.365224114358373,21.25986034120632,0.02021103521767119
52.25,25.82107075774325,24.339854169673753,21.2334595308909,0.02105810226049968
52.5,25.788080541018886,24.314821855634786,21.207466693828202,0.021919548576322112
52.75,25.755589962962706,24.290108876924986,21.181869887246215,0.02279443967521097
53,25.72358882058058,24.26572162305605,21.15665635002782,0.023676531386444002
53.25,25.69206665239616,24.241671274059975,21.13181439472134,0.024568320805056883
53.5,25.661013156434926,24.217913310827875,21.107334652493048,0.02547573295932078
53.75,25.630418516715007,24.194465747926817,21.08320685263881,0.026391795956618377
54,25.600272941434,24.171325348852935,21.059421042237933,0.027315730892167475
54.25,25.57056682878648,24.14846594889013,21.03596889765874,0.028249723670276557
54.5,25.541290961517923,24.125891084063387,21.012841488328725,0.029197395733820814
54.75,25.51243619058898,24.103594411569603,20.990029908414808,0.03015016458486553
55,25.48399347026417,24.081568481981087,20.967526004923155,0.031110796239112403
55.25,25.45595397377502,24.05979808582029,20.945321872107854,0.03208684885422646
55.5,25.42830903480834,24.038275113496116,20.923409205657656,0.03306534285725874
55.75,25.40104998331979,24.01699411164448,20.90177941338548,0.0340530961062104
56,25.374168111766117,23.995943160314674,20.880424126431592,0.035052722443629225
56.25,25.347654742898495,23.975116929129445,20.85933497529954,0.036052027868870996
56.5,25.321501217263343,23.95453639150159,20.838503853227273,0.03706802045518371
56.75,25.295699036799363,23.93417469804962,20.817924711882828,0.03808894244831569
57,25.27024024777771,23.914011986184562,20.797591548894484,0.03911231805912124
57.25,25.24511710609061,23.894057744150345,20.777496630239053,0.04014958608833007
57.5,25.220321676386533,23.874310958839157,20.757632661018718,0.04118524166544278
57.75,25.19584610726916,23.854782393024145,20.7379937322991,0.04223709200923519
58,25.1716829500943,23.83545783415705,20.718575480420004,0.04329142175768521
58.25,25.147825336596835,23.816324058928572,20.69937372516624,0.04435034870044903
58.5,25.12426672704645,23.797382662007344,20.680383292913646,0.0454199773363755
58.75,25.101000602964614,23.778630396400178,20.661598992999938,0.04648720964658385
59,25.078020527049578,23.76007080519922,20.643016152574177,0.047572500122371915
59.25,25.055320273158504,23.74169292533099,20.62463080214145,0.04865501154021545
59.5,25.032893912823067,23.723478600832394,20.606438877939382,0.049748227309460887
59.75,25.01073563253421,23.70543405719893,20.588435118555548,0.05084210138288402
60,24.988839469519316,23.687572015876714,20.570614437466293,0.05194423035094113
60.25,24.96719953762063,23.669875134879234,20.552973479429966,0.05305356944866355
60.5,24.945810376105978,23.652332824678133,20.535508898691777,0.0541628907263797
60.75,24.924666716487835,23.634942380942107,20.51821624969287,0.05528303168538882
61,24.90376319875805,23.6177004550438,20.50109080369886,0.056401300204005585
61.25,24.88309439767749,23.60060439713705,20.48412804340852,0.057531707791689334
61.5,24.862654925691757,23.58365094841551,20.467323724517104,0.05865892700842401
61.75,24.842439498185865,23.56684601873957,20.45067388079108,0.05979865765876547
62,24.822442993314077,23.55018799006052,20.43417534574433,0.06093426908324664
62.25,24.80266059712888,23.533664681826778,20.417825554732346,0.06208441477042999
62.5,24.783087786120753,23.5172720894989,20.401621413239877,0.06322828269618111
62.75,24.763720090427768,23.501012002683062,20.3855593189484,0.0643858968912932
63,24.744553018647846,23.484882140279694,20.36963598831142,0.06553854277448723
63.25,24.725582179541263,23.468876289033744,20.353848504370255,0.0667038426719813
63.5,24.706803326486856,23.452991090330954,20.3381938306398,0.06786516988212167
63.75,24.688212282080094,23.437224428859356,20.3226687781042,0.06903618537591685
64,24.669804905034216,23.421574007838707,20.30727023829469,0.0702065705373785
64.25,24.651577119050927,23.406047440554534,20.291995309222376,0.071382494315712
64.5,24.633524979580894,23.390649993238117,20.276841950744334,0.07256116302798415
64.75,24.615644864059252,23.37536563176024,20.261809128185007,0.07374579661346604
65,24.597933530563953,23.36018418754422,20.24689513883997,0.07493185251425546
65.25,24.580387772959586,23.345106391235,20.232096955253606,0.07611806172808402
65.5,24.563004167129918,23.33013540260634,20.217411357778452,0.07731357260314646
65.75,24.545779189482857,23.315268579651324,20.202835780060493,0.07850377131231309
66,24.528709425457148,23.300500895209158,20.188368034222734,0.07970772213635817
66.25,24.511791598591348,23.285830578320816,20.174005794516177,0.08090364448689526
66.5,24.49502249055032,23.271253342118392,20.159746640280655,0.08211230699942422
66.75,24.47839891167639,23.256767150151042,20.145588064177407,0.0833175124753844
67,24.461917682791178,23.242374735314023,20.131527557826384,0.08452576055065315
67.25,24.445575663536836,23.22807981688305,20.117563065444468,0.0857400926677892
67.5,24.429369872834954,23.213879043361015,20.103693235417012,0.08695115016733018
67.75,24.413297584135247,23.19976556465179,20.089916885719994,0.08817339170411058
68,24.39735624118725,23.185737978528305,20.076232359085793,0.08938811989339635
68.25,24.381543296715293,23.171799680419603,20.062637745227793,0.09061454022002535
68.5,24.365856201225235,23.157950134069335,20.049131522047304,0.09183781090702037
68.75,24.350292520637318,23.144186053915245,20.035712528557426,0.09306522374911892
69,24.334849969531646,23.13050442299476,20.022379534522493,0.09429649903598186
69.25,24.319526339118323,23.11690357069486,20.00913108362495,0.09552292511717576
69.5,24.304319433684974,23.103379655333047,19.995965600755476,0.0967625734737824
69.75,24.28922705347157,23.089931553689986,19.982881352684466,0.09799520942066925
70,24.274246975512128,23.076561179077206,19.969876575078956,0.09923453304746573
70.25,24.25937698462228,23.063269229110773,19.956949827875786,0.10047570756603519
70.5,24.244614962699792,23.050053245435304,19.94410003824706,0.10171418999881239
70.75,24.229958930555735,23.036907806862885,19.931326155881855,0.1029632371381527
71,24.215406986453516,23.02383197003283,19.918626766184353,0.10420561703566503
71.25,24.200957203411438,23.010824593183052,19.90600026580359,0.10545509211906792
71.5,24.186607622205482,22.997884629490887,19.893445112563718,0.10670619808600722
71.75,24.172356291059437,22.98501119717449,19.880959854959055,0.10795101230219419
72,24.158201292273613,22.97220758379716,19.868543160348466,0.10921069678102217
72.25,24.14414077429297,22.959472658351295,19.856194079508718,0.1104635493729291
72.5,24.130173021493217,22.946802924693927,19.843911895663727,0.11172051314341101
72.75,24.116296440331922,22.934195215947405,19.831695697360953,0.11298129135532661
73,24.102509466041965,22.921648768786223,19.81954426893085,0.11423589740464543
73.25,24.088810500120186,22.909164149718023,19.807456316017408,0.11550149407651394
73.5,24.075197929927064,22.896740801373657,19.795430713508537,0.11676445976465595
73.75,24.061670184984052,22.884378203769675,19.783466500109956,0.11802493489117609
74,24.0482257612342,22.872076896516997,19.771562808387188,0.11929584559254383
74.25,24.034863224714496,22.859836004572337,19.759718908637602,0.12056045546896696
74.5,24.021581221861805,22.847652193162187,19.747934130406257,0.12183053784089137
74.75,24.008378457949686,22.835523032653878,19.736207606597716,0.1231029387091212
75,23.99525363130355,22.823447919286217,19.72453822493443,0.12436963217983711
75.25,23.98220539686424,22.811425904759417,19.712924828904278,0.12564614901620627
75.5,23.96923238779795,22.79945630759574,19.701366318183037,0.12692112011308188
75.75,23.956333243494164,22.787538540092605,19.689861658377882,0.12819053218964468
76,23.943506627144412,22.775673223878776,19.6784098970361,0.1294728694792854
76.25,23.930751242036475,22.763859770353854,19.667010237446384,0.13075029326540005
76.5,23.91806585545647,22.75209747711854,19.655661995389625,0.1320255461884937
76.75,23.905449299074114,22.740385371553806,19.64436450987126,0.13331063398434714
77,23.892900452193363,22.728722880507018,19.633117103623498,0.13459023853287155
77.25,23.88041822574519,22.71710987109732,19.621919099423014,0.13587118484182462
77.5,23.86800155935518,22.705546503630828,19.610769875388442,0.13715832353258328
77.75,23.855649432038064,22.694032178351073,19.59966890317989,0.1384399601124311
78,23.843360873453527,22.68256507515613,19.58861569232691,0.1397270784859579
78.25,23.831134952908926,22.67114388572183,19.577609656177607,0.14101601258968938
78.5,23.81897074534837,22.65976813700858,19.56665009087684,0.142299785859781
78.75,23.806867312926173,22.64843504420518,19.55573626130884,0.14359122610569058
79,23.794823706033455,22.63714336817944,19.544867301343047,0.1448826843611374
79.25,23.78283893995862,22.625892764902954,19.534042226117215,0.14616942298352784
79.5,23.77091199246794,22.614685138084802,19.523260100466107,0.14746239904273212
79.75,23.759041842541208,22.60352133151544,19.5125202552302,0.14875677660302977
80,23.747227536422315,22.592400849355148,19.50182230010303,0.150046093328626
80.25,23.73546821810955,22.581321782093614,19.491165928469186,0.15134347498399467
80.5,23.723763102193157,22.57028331406073,19.48055071581718,0.15263984243649253
80.75,23.712111421088583,22.559285060921823,19.469976123191117,0.15393145935202035
81,23.70051240285942,22.54832730106759,19.459441602954588,0.15523146981740726
81.25,23.68896528135751,22.53740979670289,19.448946682810707,0.15653011324669294
81.5,23.67746931730272,22.526532140767138,19.438490959961715,0.15782398585350518
81.75,23.666023805480794,22.515691396667926,19.42807403858704,0.15912720173964953
82,23.654628058891202,22.504886904154187,19.417695341495325,0.16042808268853903
82.25,23.64328136235631,22.494118377037427,19.407354157134183,0.1617246134750708
82.5,23.63198296552943,22.483385186281,19.397049799316314,0.16302839455618523
82.75,23.620732107428186,22.472686929280805,19.386781622839454,0.1643321199165148
83,23.6095280312751,22.46202332754451,19.376549019117462,0.16563160198843546
83.25,23.59836999288551,22.45139575843017,19.366351438368383,0.1669355339563816
83.5,23.587257274932213,22.440805162167788,19.356188507205363,0.16824182765474005
83.75,23.57618922182415,22.43025115567036,19.34606005845027,0.16954357681398477
84,23.565165258927795,22.41973096593593,19.335965974446278,0.17085047918793314
84.25,23.5541848630235,22.409242988895066,19.325905926707478,0.17215861787805814
84.5,23.543247493464968,22.398787005690412,19.315879349342186,0.17346275106335585
84.75,23.532352558396965,22.388363415462507,19.305885631557835,0.17476884876365026
85,23.521499437312173,22.377972884401405,19.29592426698876,0.17607967914361577
85.25,23.510687522401692,22.367615122232948,19.285994902855194,0.1773863521306644
85.5,23.49991624763719,22.357289363357363,19.276097263401418,0.17869361084779856
85.75,23.489185085719004,22.34699436107484,19.266231043566965,0.180006496140548
86,23.478493524412094,22.33672989497085,19.256395845826297,0.1813154708365875
86.25,23.46784104361529,22.326495798724483,19.246591237584376,0.1826223028540517
86.5,23.457227117335744,22.31629226292503,19.236816820271887,0.18393755305116502
86.75,23.446651228026806,22.306119043808323,19.227072261011777,0.18524887572670118
87,23.436112879975703,22.295975902039444,19.217357272244115,0.18655630220837774
87.25,23.425611601087702,22.28586124243806,19.207671573588797,0.18787338609502982
87.5,23.415146933075558,22.27577486423925,19.19801479454393,0.18918693172395012
87.75,23.404718407280885,22.26571657525807,19.188386511170062,0.19049680457353865
88,23.394325543545175,22.255685260359733,19.178786321191566,0.19181270323439295
88.25,23.38396785985101,22.24568040923996,19.169213789459075,0.19312874855927828
88.5,23.373644865496683,22.235701864971567,19.159668446236925,0.19444132200311798
88.75,23.3633560603333,22.225749580230037,19.150149846916285,0.19575475345356852
89,23.353100946667407,22.215823617208752,19.140657602868856,0.19707343404390415
89.25,23.342879042065515,22.20592379992716,19.131191388945417,0.19838862699873763
89.5,23.332689887577445,22.196049950587692,19.12175092243992,0.19970045353469867
89.75,23.322533047770975,22.186201465211806,19.112335939499015,0.20102142698375922
90,23.312408105557687,22.176378185719074,19.10294616022495,0.20233900711362882
90.25,23.302314652893656,22.166579951750304,19.09358129852324,0.20365321507310538
90.5,23.292252289288953,22.1568063122638,19.084241084138068,0.20497217884681054
90.75,23.28222062390644,22.14705696488523,19.074925243568003,0.20629208679266367
91,23.272219272394015,22.137331762309294,19.06563349559061,0.20760871414418675
91.25,23.26224785525892,22.1276302439938,19.05636556843542,0.20892538906945407
91.5,23.252305999560825,22.117951452237552,19.04712118279356,0.21024758586081863
91.75,23.242393333861024,22.108295272930572,19.037900004110007,0.21156668530363018
92,23.232509477251956,22.0986615855695,19.028701681705535,0.2128827029496658
92.25,23.22265404360588,22.089051003779407,19.01952590121918,0.21420458838072803
92.5,23.21282665525186,22.07946360843154,19.010372437504916,0.21552609075102722
92.75,23.20302696129828,22.069899248833995,19.001241143187755,0.21684440487122592
93,23.193254642880845,22.060357297699827,18.99213189002401,0.21816444985550487
93.25,23.183509403503972,22.05083698988653,18.98304451025193,0.21948791314005323
93.5,23.173790951129064,22.041338213451212,18.97397876535687,0.2208083745081041
93.75,23.164098984167094,22.031860852008673,18.96493439384545,0.222125849486074
94,23.15443319465649,22.022403798982563,18.955911147434215,0.2234510557103583
94.25,23.14479327302251,22.012966930108085,18.94690872765141,0.2247738174198405
94.5,23.135178897902342,22.003550151473178,18.937926808431573,0.226093755964131
94.75,23.125589738494103,21.994153436880165,18.92896509298576,0.22741484369742834
95,23.116025466117797,21.984776807078017,18.92002332497834,0.2287399499862048
95.25,23.106485762920663,21.975420157107603,18.911101289358633,0.23006222395710882
95.5,23.096970326695835,21.966083382322893,18.902198799036338,0.2313816804112715
95.75,23.087478870847182,21.956766031343385,18.893315680581463,0.2327072332615694
96,23.07801112100135,21.947467948149175,18.884451746389814,0.23403162158441446
96.25,23.068566807781476,21.938189038156175,18.875606798361172,0.23535327114278537
96.5,23.059145664920166,21.92892925872127,18.86678064914611,0.23667528835670573
96.75,23.049747432327795,21.91968863344333,18.85797313117604,0.23800168211642225
97,23.0403718597012,21.91046706117415,18.849184101597118,0.2393253321872149
97.25,23.03101870922254,21.90126444170606,18.840413433316314,0.24064625305780357
97.5,23.021687754910566,21.8920798797732,18.831661000803916,0.2419727866812011
97.75,23.012378777342512,21.882913149271456,18.822926623419654,0.24329829360158067
98,23.003091549337345,21.87376417354421,18.81421007752207,0.2446212271074064
98.25,22.993825833295478,21.86463277730971,18.80551114733313,0.24594395090091925
98.5,22.984581388802884,21.85551858756453,18.796829630572407,0.24727139347443955
98.75,22.97535797656317,21.846421533518054,18.788165319378994,0.24859633471893197
99,22.966155357123945,21.83734154169804,18.77951801078857,0.24991878492531763
99.25,22.956973293275833,21.828278607929025,18.770887522184648,0.25124457011718226
99.5,22.947811554344742,21.819232697204715,18.762273695375043,0.25257137442550587
99.75,22.938669919532273,21.810203730918783,18.753676394107817,0.25389568657735656
100,22.92954817913782,21.80119151517132,18.745095495004527,0.25521831708616194
100.25,22.920446133160123,21.792194787537955,18.73653086743512,0.25654673951473633
100.5,22.911363583304002,21.78321350467157,18.727982294750436,0.2578728789577802
100.75,22.902300313798307,21.774247615291948,18.719449514166833,0.25919674180476493
101,22.89325609277366,21.765296952570573,18.710932286997128,0.2605210299107355
101.25,22.88423068477636,21.756361210558726,18.70243039633133,0.2618491410350848
101.5,22.875223856123505,21.74744034077393,18.6939436283189,0.2631750382049008
101.75,22.86623537467085,21.73853429182841,18.685471780890037,0.2644987286140773
102,22.857265012416867,21.729643258386684,18.677014676783976,0.2658244807838951
102.25,22.848312550129442,21.72076742481113,18.668572179683746,0.2671522272989665
102.5,22.839377783903153,21.711906724743947,18.660144199836026,0.26847770393512305
102.75,22.83046052914624,21.70306109338348,18.651730668907224,0.2698009206019369
103,22.821560617480486,21.69423013047989,18.6433315190928,0.2711292652240655
103.25,22.812677890491987,21.685413742761792,18.63494665728943,0.27245624838327565
103.5,22.803812191301525,21.676611874256068,18.626575972232576,0.27378104140468346
103.75,22.7949633624866,21.667824158028385,18.618219354227975,0.2751058123918994
104,22.78613124741893,21.65904971584654,18.60987667407287,0.2764342442357787
104.25,22.77731568419776,21.65028851759855,18.601547735172026,0.27776066945305206
104.5,22.768516494036337,21.641540527036415,18.593232314556886,0.2790850925957229
104.75,22.75973348541415,21.632805709453855,18.584930213429335,0.2804105602837249
105,22.75096646504801,21.624084030515487,18.57664126104407,0.28173867405313546
105.25,22.74221524449892,21.61537544831977,18.56836531044236,0.2830647901146262
105.5,22.73347964306861,21.606679920086926,18.56010223342174,0.2843889148392531
105.75,22.724759488641137,21.597997191030025,18.551851915175398,0.28571559712301026
106,22.716054616735555,21.58932708888894,18.54361423626349,0.2870432044119817
106.25,22.70736486629429,21.58066957645193,18.535389067390884,0.28836888101932495
106.5,22.698690077256146,21.572024614827622,18.527176284134708,0.28969263263479234
106.75,22.690030092364665,21.56339188484696,18.5189757733165,0.29102024470943455
107,22.681384758388674,21.55477128632838,18.51078741278686,0.2923473597450895
107.25,22.672753922667596,21.546162785083446,18.502611072812204,0.2936726098034122
107.5,22.66413743253813,21.537566345473422,18.4944466328577,0.29499600014021143
107.75,22.6555351382063,21.52898159678684,18.486293983979408,0.2963243088692097
108,22.64694689369207,21.520408503514666,18.478153004495287,0.29765094168112166
108.25,22.63837255263668,21.511847034169854,18.470023566922638,0.2989757733389452
108.5,22.629811968618544,21.50329707071659,18.46190555582578,0.30029970517773547
108.75,22.621264998185985,21.49475803539742,18.45379885994905,0.30162761038020447
109,22.612731499346825,21.48622990850848,18.445703335408847,0.30295381832090235
109.25,22.60421132396246,21.477712666312534,18.43761882423388,0.3042783320600597
109.5,22.59570431911079,21.469206233699516,18.42954518557383,0.3056021230664348
109.75,22.587210333090972,21.460710307566483,18.421482292656027,0.3069296623436051
110,22.578729217235544,21.452224867560066,18.413430012186616,0.3082555619481324
110.25,22.570260823175353,21.44374989079185,18.40538821208447,0.30957982505642434
110.5,22.561805003932317,21.435285387172573,18.397356776073398,0.310903362554404
110.75,22.553361617240046,21.42683152714939,18.389335606839342,0.3122305017002205
111,22.544930528603977,21.41838827973399,18.381324635739613,0.3135559720496538
111.25,22.53651161483692,21.409955614606915,18.373323812737635,0.3148797784613226
111.5,22.528104763493655,21.40153337914926,18.36533309175597,0.3162040561586317
111.75,22.519709869700417,21.393121330072958,18.35735241837243,0.3175304620358006
112,22.51132683149739,21.384719443897374,18.349381718217764,0.31885526367426575
112.25,22.502955545482607,21.37632769547393,18.341420910337153,0.3201784647719589
112.5,22.494595907565422,21.367945726117384,18.333469918871693,0.3215032163278139
112.75,22.48624781427341,21.35957325289498,18.325528649842646,0.32282892644312433
113,22.47791115807485,21.35121026045949,18.317596981469997,0.3241531346296457
113.25,22.469585824106886,21.342856730832715,18.30967479038332,0.3254758433147278
113.5,22.461271693999382,21.33451259805421,18.301761968355382,0.326800384618186
113.75,22.452968650681804,21.326177813909187,18.293858418837452,0.32812551163891684
114,22.444676580234596,21.31785235887286,18.285964053594,0.3294491540084371
114.25,22.436395372517882,21.309536212573768,18.278078793832307,0.33077131482746663
114.5,22.428124921908257,21.30122908663138,18.270202568682343,0.3320960086266784
114.75,22.419865126690553,21.292930889077304,18.262335295052708,0.3334204138466585
115,22.411615884685094,21.28464160403336,18.254476878579535,0.3347433956135494
115.25,22.403377092063998,21.276361214253523,18.246627230622707,0.3360649564588093
115.5,22.395148645936484,21.26808866265364,18.238786267529765,0.3373896332976323
115.75,22.386930442419153,21.259823865694482,18.230953838353713,0.3387134366806619
116,22.37872236134038,21.251566822086833,18.22312974669809,0.3400359991382643
116.25,22.370524265877897,21.243317527346257,18.215313813877575,0.341357320876745
116.5,22.362336013675638,21.235076492615768,18.20750589289897,0.3426800568774404
116.75,22.35415746689113,21.226844092190753,18.199705902275806,0.3440034882557178
117,22.34598850549549,21.21862030072942,18.191913833143772,0.345325533047096
117.25,22.337829034353962,21.210405095383567,18.184129702968097,0.34664619532122437
117.5,22.329678977641816,21.20219738217577,18.176353518974693,0.3479695753964182
117.75,22.321538266395347,21.193997074673945,18.1685852012235,0.34929208285140934
118,22.313406816775174,21.185804169549634,18.16082460842127,0.35061339702623656
118.25,22.305284526954637,21.17761866079569,18.15307160614168,0.35193351845721454
118.5,22.297171287399554,21.169440303675255,18.145326079031502,0.35325571469205314
118.75,22.289066987616252,21.161269027449844,18.13758791233703,0.35457767847103616
119,22.280971515966087,21.153104827369024,18.12985699054176,0.3558984976819101
119.25,22.272884760273573,21.14494769706431,18.122133210432562,0.3572181730925432
119.5,22.264806610808385,21.136797530907995,18.11441648371818,0.3585391519910649
119.75,22.25673696216021,21.128654262419,18.106706727814636,0.35986050513728324
120,22.248675712431982,21.120517885279966,18.09900386199721,0.3611807399928749
120.25,22.240622762550583,21.112388392042043,18.091307812894794,0.36249985758204845
120.5,22.232578017159895,21.10426550955626,18.08361851552924,0.36381996191568
120.75,22.224541384514175,21.09614903265504,18.075935892867587,0.36514059554772704
121,22.216512771919398,21.088038959805672,18.068259848041254,0.36646018774769407
121.25,22.208492082736328,21.079935287320666,18.060590284626024,0.36777873876477096
121.5,22.200479219094102,21.071837999676575,18.052927119383817,0.3690975602247982
121.75,22.192474085521066,21.063747073864572,18.045270281103868,0.37041749646600214
122,22.184476590640468,21.05566250400166,18.03761970742867,0.37173639566701394
122.25,22.176486647596768,21.047584283514905,18.02997534391763,0.3730542587868193
122.5,22.16850417425261,21.039512266318745,18.022337142686684,0.3743724509413799
122.75,22.16052909267712,21.031446258267263,18.014705050599446,0.37569149136342384
123,22.1525613260781,21.02338625703897,18.007078999199106,0.3770095498370232
123.25,22.14460079570784,21.01533225860158,17.999458917511856,0.37832662674153006
123.5,22.136647422154674,21.007284045657233,17.991844742349993,0.37964408034694214
123.75,22.128701127135432,20.999241363234702,17.984236402595787,0.38096220997809455
124,22.120761830645108,20.99120421298853,17.976633806387284,0.3822794338249778
124.25,22.11282944770417,20.983172594246458,17.96903685956307,0.3835957516166119
124.5,22.104903890830183,20.97514635547147,17.961445480205807,0.38491212676654324
124.75,22.0969850734307,20.96712522175532,17.953859586907498,0.3862293920439351
125,22.08907290857091,20.95910919684076,17.946279081953918,0.38754581947972544
125.25,22.081167305668103,20.951098282025598,17.938703865948426,0.38886140845965506
125.5,22.07326817241811,20.94309243139928,17.931133853310133,0.3901764394353018
125.75,22.065375418418437,20.935091283204635,17.923568967031223,0.39149285047646154
126,22.057488955094414,20.927094843114443,17.916009112850332,0.39280848829148135
126.25,22.049608690933667,20.91910311404291,17.908454189977554,0.3941233519475801
126.5,22.041734532312947,20.911116097575167,17.90090411125139,0.3954374409655715
126.75,22.033866387488157,20.903133753251385,17.893358803754968,0.3967524090551922
127,22.026004168777217,20.895156067018345,17.885818203493418,0.3980671987728636
127.25,22.018147792770463,20.88718303888472,17.87828225320883,0.3993812212460311
127.5,22.01029718029413,20.879214668152784,17.870750903361312,0.4006944764732656
127.75,22.002452256680836,20.871250707591884,17.863224110336322,0.40200841499981255
128,21.994612950892613,20.863291067273323,17.855701817922178,0.40332217331741604
128.25,21.986779191234874,20.855335749841327,17.848183956841055,0.40463521895515814
128.5,21.97895090383043,20.84738475656086,17.840670461206916,0.4059475514768399
128.75,21.97112801498657,20.83943770509005,17.833161272747397,0.4072604048071503
129,21.963310451999565,20.831494443042104,17.82565631303312,0.40857312037603
129.25,21.955498137744847,20.823554977198732,17.818155481820966,0.4098852099977377
129.5,21.947690988806762,20.815619312224264,17.810658683046938,0.4111966725520526
129.75,21.93988891961934,20.807687424217892,17.803165835629063,0.4125079557777548
130,21.932091846498352,20.799759252450187,17.79567687019252,0.41381966093097017
130.25,21.924299689050866,20.79183480022441,17.788191722886566,0.41513075152565865
130.5,21.91651236996762,20.78391406983225,17.780710336541386,0.4164412270155558
130.75,21.908729815456145,20.77599686718109,17.773232661698515,0.41775157077724717
131,21.900951955115925,20.768082890449055,17.765758640371473,0.4190620885108191
131.25,21.893178717897005,20.76017214783366,17.758288189278677,0.42037207226485196
131.5,21.885410027406337,20.752264645016297,17.75082121904061,0.42168152068242876
131.75,21.877645803937334,20.74436035864248,17.74335765274025,0.4229905244607221
132,21.869885968670836,20.736459021768102,17.735897423129973,0.424299889197395
132.25,21.8621304445922,20.72856064218863,17.728440452667023,0.4256087653421357
132.5,21.854379153302233,20.720665225545073,17.720986660664785,0.426917151603605
132.75,21.846632015695295,20.71277277639857,17.713535977963254,0.42822504704735564
133,21.8388889549058,20.70488298099325,17.70608834542352,0.4295331158410327
133.25,21.831149896709103,20.696995818569075,17.698643690073695,0.4308408059941837
133.5,21.823414765120408,20.689111295744066,17.691201930172717,0.4321480597452053
133.75,21.815683482191623,20.681229417868746,17.683762993510275,0.43345487599719673
134,21.807955971210102,20.673349936330364,17.67632681859555,0.43476159511255735
134.25,21.80023215787807,20.665472766575903,17.668893335098794,0.43606804176016517
134.5,21.792511966956862,20.657597916137426,17.66146246268787,0.43737410510560554
134.75,21.784795321197958,20.64972539103865,17.654034127148087,0.43867978390003465
135,21.77708214396067,20.641855005216645,17.646608265206666,0.43998518736955616
135.25,21.769372360897474,20.6339866053585,17.639184809357896,0.44129032885974817
135.5,21.76166589750857,20.62612019991576,17.631763680276023,0.4425951410187112
135.75,21.75396267710413,20.618255795562185,17.624344801070972,0.44389962244493136
136,21.74626262285612,20.610393229023032,17.616928105841964,0.4452037409022774
136.25,21.738565659891332,20.602532322093527,17.609513526472075,0.44650752035574653
136.5,21.730871713360944,20.59467308381875,17.602100982675584,0.4478110246109138
136.75,21.723180706142934,20.586815521353902,17.59469039552978,0.44911425216791395
137,21.71549256073644,20.57895958555215,17.587281697964993,0.45041715131125504
