temperature_C,dsc_raw_mW_per_mg,exothermic_power_raw_W_per_kg,endpoint_linear_baseline_W_per_kg,exothermic_power_corrected_W_per_kg,solidification_progress_raw,solidification_progress_corrected,normalized_capacity_weight_per_C
18.478,-2.67409,2674.09,402.58724598930485,2271.5027540106953,0.729463812005452,0.753178487460047,0.1114276046194643
18.51,-2.69173,2691.73,402.5780481283423,2289.1519518716577,0.7260567081989044,0.749598951729522,0.11229337853835111
18.546,-2.70994,2709.94,402.56770053475935,2307.3722994652408,0.7221981075151225,0.7455403018564576,0.11318716996523899
18.581,-2.72869,2728.69,402.5576403743316,2326.1323596256684,0.718421021754354,0.7415626462387083,0.11410743676328824
18.615,-2.74799,2747.9900000000002,402.54786764705887,2345.4421323529414,0.7147261823160307,0.737666890432602,0.11505466947825953
18.65,-2.76782,2767.82,402.53780748663104,2365.282192513369,0.7108954956522744,0.7336229452004095,0.1160279152184547
18.682,-2.78817,2788.17,402.5286096256685,2385.6413903743314,0.7073676406966218,0.7298940725242987,0.1170266270384669
18.716,-2.80902,2809.02,402.51883689839576,2406.501163101604,0.7035914992467304,0.7258977716607569,0.11804989434633277
18.751,-2.83036,2830.36,402.50877673796793,2427.8512232620324,0.6996749941898386,0.7217476972910094,0.11909721249638014
18.783,-2.85217,2852.17,402.4995788770054,2449.670421122995,0.696066790859533,0.7179194611871083,0.12016754399744146
18.817,-2.87441,2874.4100000000003,402.48980614973266,2471.9201938502674,0.6922033565104907,0.7138152099873294,0.12125899716603215
18.85,-2.89706,2897.0600000000004,402.480320855615,2494.5796791443854,0.6884241583030735,0.7097953224820099,0.12237054861089633
18.885,-2.9201,2920.1000000000004,402.47026069518716,2517.629739304813,0.684384186434402,0.7054925658393649,0.12350125954024742
18.919,-2.94349,2943.4900000000002,402.46048796791445,2541.0295120320857,0.6804283183569978,0.7012740092941686,0.12464912547130831
18.953,-2.96721,2967.21,402.4507152406417,2564.7592847593583,0.6764406675415225,0.6970161501111445,0.12581317941246933
18.986,-2.9912,2991.2000000000003,402.44122994652406,2588.7587700534764,0.6725390597377814,0.6928448899950159,0.12699046398925531
19.021,-3.01545,3015.45,402.4311697860963,2613.0188302139036,0.6683674885544282,0.6883793975834802,0.12818053095564022
19.054,-3.0399,3039.8999999999996,402.4216844919786,2637.478315508021,0.6644024037726859,0.6841296425421951,0.12938038063741422
19.088,-3.06452,3064.52,402.4119117647059,2662.108088235294,0.6602840598555514,0.6797101701485092,0.13058858369703022
19.121,-3.08927,3089.27,402.40242647058824,2686.867573529412,0.6562545158855021,0.6753807065466068,0.13180314975162255
19.156,-3.11411,3114.11,402.39236631016047,2711.7176336898397,0.6519463172644088,0.6707462636448903,0.13302215891788352
19.189,-3.13899,3138.9900000000002,402.3828810160428,2736.6071189839577,0.647851744424075,0.6663363868386336,0.13424310206736378
19.223,-3.16388,3163.8799999999997,402.3731082887701,2761.5068917112294,0.6435995163131346,0.6617513567558257,0.1354645498625162
19.256,-3.18873,3188.73,402.3636229946524,2786.3663770053477,0.6394397836411426,0.6572609053304114,0.13668402137471466
19.289,-3.21349,3213.4900000000002,402.35413770053475,2811.1358622994653,0.6352475660003177,0.6527302841911398,0.1378990779750676
19.322,-3.23812,3238.12,402.34465240641714,2835.775347593583,0.6310230074481719,0.6481596714061227,0.13910775748053258
19.356,-3.26259,3262.5899999999997,402.3348796791444,2860.2551203208554,0.6266373066796214,0.6434095932889398,0.1403086023537394
19.39,-3.28685,3286.85,402.32510695187165,2884.5248930481284,0.6222187302408058,0.6386188615709049,0.1414991457659734
19.422,-3.31085,3310.85,402.3159090909091,2908.534090909091,0.6180294266889799,0.6340720447300314,0.1426769067886084
19.456,-3.33455,3334.55,402.30613636363637,2932.243863636364,0.6135461108838874,0.6292012576607751,0.1438399796382482
19.49,-3.35793,3357.9300000000003,402.29636363636365,2955.6336363636365,0.6090310325802089,0.6242911929715247,0.14498735502354848
19.522,-3.38093,3380.9300000000003,402.2871657754011,2978.642834224599,0.6047520974765732,0.619633538307626,0.14611606147012243
19.557,-3.40353,3403.5299999999997,402.27710561497327,3001.2528943850266,0.6000403433656107,0.6145000664351437,0.14722518838600668
19.589,-3.42568,3425.68,402.2679077540107,3023.4120922459892,0.5957040392430887,0.6097714682458807,0.14831219844292876
19.622,-3.44736,3447.36,402.25842245989304,3045.101577540107,0.5912035254316147,0.6048596102169135,0.1493761669490137
19.656,-3.46852,3468.52,402.2486497326203,3066.2713502673796,0.586537730429038,0.5997631664787977,0.1504146411754585
19.69,-3.48914,3489.14,402.2388770053476,3086.9011229946523,0.5818437485702389,0.5946318649379904,0.1514266259308303
19.723,-3.5092,3509.2,402.22939171122994,3106.9706082887697,0.5772611874579237,0.5896185420307412,0.15241112602369639
19.757,-3.52866,3528.66,402.2196189839572,3126.4403810160425,0.5725130987090099,0.5844203273613336,0.15336620747083743
19.791,-3.5475,3547.5,402.2098462566845,3145.2901537433154,0.5677391708841442,0.5791901569579556,0.15429087508082062
19.823,-3.5657,3565.7000000000003,402.20064839572194,3163.499351604278,0.5632225432677251,0.5742385570436657,0.15518411956230163
19.857,-3.58323,3583.23,402.1908756684492,3181.0391243315507,0.5583995211985495,0.5689476700745867,0.15604452567764487
19.89,-3.60008,3600.0800000000004,402.18139037433156,3197.898609625669,0.5536958404594443,0.563784554651313,0.15687156058135507
